"mmsi"	"imo_from_data_set"	"imo_from_ship_db"	"name_from_data_set"	"name_from_ship_db"	"iwrap_type_from_dataset"	"org_type_info_from_data"	"iwrap_type_from_ship_db"	"org_type_from_ship_db"	"length_from_data_set"	"length_from_ship_db"	"height_1"	"height_2"	"height_3"	"depth"	"width"	"size_a"	"size_b"	"size_c"	"size_d"	"class_b"
352468000	9758428	0	"ULTRA LEOPARD"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	203	26	22	10	0
249549000	9297553	0	"MONTEGO"	""	"Oil products tanker"	"Tanker"	""	""	246	-1	-1	-1	-1	-1	42	203	43	26	16	0
636018052	9729908	0	"ASTERION"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	198	31	10	22	0
236501000	9407988	0	"STEN BERGEN"	""	"Oil products tanker"	"Tanker"	""	""	144	-1	-1	-1	-1	-1	23	114	30	8	15	0
374131000	9476484	0	"ZONDA"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	38	194	35	19	19	0
249855000	9777931	0	"RYMAN"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	205	45	18	26	0
229310000	9522946	0	"LIVADI"	""	"General cargo ship"	"Cargo"	""	""	179	-1	-1	-1	-1	-1	28	150	29	22	6	0
538008233	9297357	0	"ANDROKLIS"	""	"Oil products tanker"	"Tanker"	""	""	252	-1	-1	-1	-1	-1	44	215	37	22	22	0
636018660	9398216	0	"MSC ANTONIA"	""	"General cargo ship"	"Cargo"	""	""	304	-1	-1	-1	-1	-1	40	226	78	15	25	0
538003863	9229386	0	"NORDIC PASSAT"	""	"Oil products tanker"	"Tanker"	""	""	274	-1	-1	-1	-1	-1	50	229	45	29	21	0
240608000	9343869	0	"EPTALOFOS"	""	"General cargo ship"	"Cargo"	""	""	230	-1	-1	-1	-1	-1	37	191	39	16	21	0
273412750	9777113	0	"ANDREY VILKITSKIY"	""	"Other ship"	"Other"	""	""	122	-1	-1	-1	-1	-1	26	44	78	3	23	0
249132000	9575527	0	"KAMENITZA"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	29	150	30	9	20	0
636012381	9299680	0	"NS CHALLENGER"	""	"Oil products tanker"	"Tanker"	""	""	244	-1	-1	-1	-1	-1	44	203	41	15	29	0
211216480	9021112	0	"BUGSIER15"	""	"Support ship"	"Tug"	""	""	28	-1	-1	-1	-1	-1	9	10	18	6	3	0
245044000	9346677	0	"DINTELDIJK"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	14	82	8	4	10	0
235085464	9558048	0	"KITTY C"	""	"General cargo ship"	"Cargo"	""	""	106	-1	-1	-1	-1	-1	16	94	12	9	7	0
371919000	9696436	0	"MENELAOS"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	169	31	12	20	0
244810617	9592575	0	"REGGEBORG"	""	"General cargo ship"	"Cargo"	""	""	170	-1	-1	-1	-1	-1	20	158	12	9	11	0
304636000	9283954	0	"LISANNA"	""	"Other ship"	"Undefined"	""	""	138	-1	-1	-1	-1	-1	21	125	13	6	15	0
538007090	9474151	0	"WESTMINSTER"	""	"Oil products tanker"	"Tanker"	""	""	128	-1	-1	-1	-1	-1	20	102	26	15	5	0
244630644	9688879	0	"ISA"	""	"Support ship"	"Tug"	""	""	32	-1	-1	-1	-1	-1	9	12	20	3	6	0
219000949	0	0	"HEBO-LIFT 9"	""	"Other ship"	"Other"	""	""	67	-1	-1	-1	-1	-1	27	43	24	16	11	0
211670710	0	0	"HENRICH WUPPESAHL"	""	"Other ship"	"SAR"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
566548000	9474656	0	"ASIAN CHAMPION"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	161	29	14	18	0
352486000	9235854	0	"BULK JULIANA"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	171	19	20	12	0
304743000	9045728	0	"NOTOS"	""	"General cargo ship"	"Cargo"	""	""	125	-1	-1	-1	-1	-1	16	107	18	11	5	0
219006205	0	0	"TERNEN 2"	""	"Fishing ship"	"Fishing"	""	""	9	-1	-1	-1	-1	-1	4	4	5	2	2	0
538005957	9257981	0	"HALIT YILDIRIM"	""	"General cargo ship"	"Cargo"	""	""	171	-1	-1	-1	-1	-1	27	145	26	18	9	0
246519000	9466300	0	"ALBANYBORG"	""	"General cargo ship"	"Cargo"	""	""	143	-1	-1	-1	-1	-1	22	127	16	10	12	0
231025000	9136216	0	"LISTERVIK"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	14	77	13	8	6	0
373428000	9529451	0	"NORDIC ODYSSEY"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	193	32	20	12	0
235090202	9298935	0	"AFON ALAW"	""	"Support ship"	"Tug"	""	""	25	-1	-1	-1	-1	-1	9	7	18	4	5	0
273376900	9735139	0	"MIDVOLGA 2"	""	"Oil products tanker"	"Tanker"	""	""	140	-1	-1	-1	-1	-1	16	118	22	8	8	0
220556000	9302126	0	"TORM TEVERE"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	27	149	34	8	19	0
273397130	8821797	0	"TAIMYR"	""	"General cargo ship"	"Cargo"	""	""	130	-1	-1	-1	-1	-1	19	114	16	11	8	0
230350000	9126223	0	"LAURA"	""	"General cargo ship"	"Cargo"	""	""	120	-1	-1	-1	-1	-1	18	111	9	14	4	0
211748000	0	0	"LOVIS"	""	"Pleasure boat"	"Sailing"	""	""	36	-1	-1	-1	-1	-1	5	27	9	0	5	0
563061800	9826471	0	"LOWLANDS HORIZON"	""	"General cargo ship"	"Cargo"	""	""	235	-1	-1	-1	-1	-1	38	204	31	23	15	0
414044000	9615133	0	"YUE DIAN 103"	""	"General cargo ship"	"Cargo"	""	""	254	-1	-1	-1	-1	-1	43	218	36	16	27	0
249225000	9509633	0	"ATLANTIC ACTION II"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	28	160	20	6	22	0
246134000	9518244	0	"KLAVERBANK"	""	"General cargo ship"	"Cargo"	""	""	100	-1	-1	-1	-1	-1	15	88	12	8	7	0
211205580	0	0	"VEGESACK"	""	"Other ship"	"SAR"	""	""	8	-1	-1	-1	-1	-1	3	4	4	2	1	0
219013179	0	0	"KAREN M"	""	"Other ship"	"Reserved"	""	""	26	-1	-1	-1	-1	-1	6	8	18	1	5	0
219000183	0	0	"MHV 803 ARIES"	""	"Other ship"	"SAR"	""	""	22	-1	-1	-1	-1	-1	6	10	12	2	4	0
235514000	9181900	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
249081000	9255799	0	"SCOT HAMBURG"	""	"Oil products tanker"	"Tanker"	""	""	117	-1	-1	-1	-1	-1	18	103	14	9	9	0
246432000	9190212	0	"MANISA KRISTIN"	""	"General cargo ship"	"Cargo"	""	""	130	-1	-1	-1	-1	-1	15	109	21	7	8	0
244266000	9081318	0	"EGELANTIERSGRACHT"	""	"General cargo ship"	"Cargo"	""	""	138	-1	-1	-1	-1	-1	19	126	12	15	4	0
636017435	9755957	0	"MSC ELOANE"	""	"General cargo ship"	"Cargo"	""	""	400	-1	-1	-1	-1	-1	59	159	241	25	34	0
305612000	9536521	0	"HEINZ G."	""	"General cargo ship"	"Cargo"	""	""	89	-1	-1	-1	-1	-1	13	83	6	8	5	0
308668000	9038335	0	"AUTUMN WAVE"	""	"General cargo ship"	"Cargo"	""	""	158	-1	-1	-1	-1	-1	24	130	28	8	16	0
6058550	0	0	"JUNKER JOERG"	""	"Other ship"	"Undefined"	""	""	31	-1	-1	-1	-1	-1	11	28	3	5	6	0
538003567	9207792	0	"ALEXANDROS THEO"	""	"General cargo ship"	"Cargo"	""	""	186	-1	-1	-1	-1	-1	30	158	28	19	11	0
246526000	9345491	0	"SEA BRONCO"	""	"Support ship"	"Tug"	""	""	25	-1	-1	-1	-1	-1	10	15	10	6	4	0
538008208	9720017	0	"PRINCESS MARGO"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	169	30	22	10	0
245241000	9467201	0	"WARBER"	""	"General cargo ship"	"Cargo"	""	""	95	-1	-1	-1	-1	-1	14	85	10	3	11	0
258751000	9358931	0	"STEN HIDRA"	""	"Oil products tanker"	"Tanker"	""	""	144	-1	-1	-1	-1	-1	23	114	30	11	12	0
265462992	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
314194000	9056038	0	"WILSON GIJON"	""	"General cargo ship"	"Cargo"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
304058000	9518402	0	"KONSTANTIN"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	14	78	12	3	11	0
314428000	9762376	0	"PARNASSOS"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	170	29	11	21	0
370215000	9606871	0	"TBC PRINCESS"	""	"General cargo ship"	"Cargo"	""	""	177	-1	-1	-1	-1	-1	27	151	26	6	21	0
548961000	9808663	0	"ACTION TRADER"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	152	28	19	11	0
210053000	9519042	0	"KROKSOE"	""	"Other ship"	"Reserved"	""	""	105	-1	-1	-1	-1	-1	15	90	15	5	10	0
538007588	9515723	0	"CLIPPER LIS"	""	"General cargo ship"	"Cargo"	""	""	169	-1	-1	-1	-1	-1	28	144	25	15	13	0
370236000	9102899	0	"AZBURG"	""	"General cargo ship"	"Cargo"	""	""	130	-1	-1	-1	-1	-1	16	108	22	9	7	0
250004845	9504138	0	"ARKLOW DAWN"	""	"General cargo ship"	"Cargo"	""	""	132	-1	-1	-1	-1	-1	16	117	15	8	8	0
210139184	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
311164000	8215730	0	"FRI SKY"	""	"General cargo ship"	"Cargo"	""	""	82	-1	-1	-1	-1	-1	12	68	14	6	6	0
249498000	9447055	0	"MANAS"	""	"Oil products tanker"	"Tanker"	""	""	132	-1	-1	-1	-1	-1	19	115	17	12	7	0
211794480	0	0	"WHITE PEARL"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	7	8	2	2	0
219939000	8131116	0	"VT PROTON"	""	"Support ship"	"Tug"	""	""	138	-1	-1	-1	-1	-1	22	117	21	11	11	0
636018343	9137193	0	"SMN EXPLORER"	""	"General cargo ship"	"Cargo"	""	""	82	-1	-1	-1	-1	-1	12	71	11	7	5	0
311024300	9488102	0	"WADOWICE II"	""	"General cargo ship"	"Cargo"	""	""	188	-1	-1	-1	-1	-1	28	166	22	13	15	0
304228000	9017422	0	"PASADENA"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	15	83	7	4	11	0
538006703	9747417	0	"IONIC UNITED"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	172	28	22	10	0
246172000	9611539	0	"M.P.R. 3"	""	"Support ship"	"Tug"	""	""	31	-1	-1	-1	-1	-1	11	17	14	3	8	0
244264000	9142631	0	"ICE STAR"	""	"General cargo ship"	"Cargo"	""	""	89	-1	-1	-1	-1	-1	13	81	8	6	7	0
246713000	9586409	0	"M.P.R.1"	""	"Support ship"	"Tug"	""	""	27	-1	-1	-1	-1	-1	11	14	13	6	5	0
636092602	9464950	0	"VOGE MIA"	""	"General cargo ship"	"Cargo"	""	""	186	-1	-1	-1	-1	-1	28	154	32	4	24	0
538005785	9727572	0	"NAVIG8 ALABASTER"	""	"Oil products tanker"	"Tanker"	""	""	184	-1	-1	-1	-1	-1	27	150	34	22	5	0
371179000	9310812	0	"HIGH GLOW"	""	"Oil products tanker"	"Tanker"	""	""	180	-1	-1	-1	-1	-1	33	145	35	21	12	0
255623000	9260407	0	"AMARANT"	""	"Oil products tanker"	"Tanker"	""	""	119	-1	-1	-1	-1	-1	17	94	25	14	3	0
538005505	9243564	0	"WILD ROSE"	""	"General cargo ship"	"Cargo"	""	""	197	-1	-1	-1	-1	-1	32	169	28	11	21	0
229879000	9464376	0	"BALTIC SWIFT"	""	"Oil products tanker"	"Tanker"	""	""	184	-1	-1	-1	-1	-1	27	147	37	22	5	0
229603000	9576973	0	"KIRAN ISTANBUL"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	170	29	12	20	0
248372000	9787912	0	"FLAVIN"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	212	38	31	13	0
277530000	9155688	0	"ALDEBARAN"	""	"General cargo ship"	"Cargo"	""	""	83	-1	-1	-1	-1	-1	12	73	10	6	6	0
149341733	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
273457410	8227238	0	"AK. A. KARPINSKIY"	""	"Other ship"	"Other"	""	""	104	-1	-1	-1	-1	-1	16	44	60	8	8	0
2095056	0	0	"VINETA"	""	"Fishing ship"	"Fishing"	""	""	16	-1	-1	-1	-1	-1	5	14	2	2	3	0
245639000	9419319	0	"FRASERBORG"	""	"General cargo ship"	"Cargo"	""	""	157	-1	-1	-1	-1	-1	18	140	17	9	9	0
636015817	9582958	0	"BESKIDY"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	203	26	11	21	0
636015124	9487627	0	"ATHINA L"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	193	36	24	8	0
235114048	9768643	0	"SURE DYNAMIC"	""	"Fast ferry"	"HSC"	""	""	26	-1	-1	-1	-1	-1	9	13	13	5	4	0
244870189	9772539	0	"ARKLOW VIEW"	""	"General cargo ship"	"Cargo"	""	""	87	-1	-1	-1	-1	-1	15	75	12	7	8	0
256757000	9722613	0	"HELLAS AVATAR"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	147	36	24	8	0
253476000	9280201	0	"FRANCESCO DI GIORGIO"	""	"Other ship"	"Other"	""	""	95	-1	-1	-1	-1	-1	22	18	77	11	11	0
246474000	9545039	0	"PEAK BORDEAUX"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	14	15	75	10	4	0
636016600	9670901	0	"AEOLOS"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	170	30	23	9	0
636015279	9521875	0	"INA"	""	"General cargo ship"	"Cargo"	""	""	150	-1	-1	-1	-1	-1	24	130	20	13	11	0
210359000	9504073	0	"WES JANINE"	""	"General cargo ship"	"Cargo"	""	""	152	-1	-1	-1	-1	-1	24	152	0	0	24	0
308241000	7814254	0	"WEST STREAM"	""	"Oil products tanker"	"Tanker"	""	""	80	-1	-1	-1	-1	-1	13	70	10	10	3	0
215432000	8820107	0	"TRENLAND"	""	"General cargo ship"	"Cargo"	""	""	105	-1	-1	-1	-1	-1	16	88	17	8	8	0
211256338	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
636016167	8802090	0	"BALTIC SUMMER"	""	"General cargo ship"	"Cargo"	""	""	156	-1	-1	-1	-1	-1	23	126	30	8	15	0
236655000	9321407	0	"AASTUN"	""	"General cargo ship"	"Cargo"	""	""	113	-1	-1	-1	-1	-1	15	100	13	6	9	0
231766000	8400050	0	"SILVER PEARL"	""	"General cargo ship"	"Cargo"	""	""	95	-1	-1	-1	-1	-1	16	74	21	10	6	0
246403000	9544891	0	"PEAK BELFAST"	""	"General cargo ship"	"Cargo"	""	""	89	-1	-1	-1	-1	-1	14	10	79	7	7	0
244630231	9015929	0	"EEMS DELTA"	""	"General cargo ship"	"Cargo"	""	""	63	-1	-1	-1	-1	-1	11	55	8	9	2	0
256387000	9298129	0	"GANDA"	""	"General cargo ship"	"Cargo"	""	""	79	-1	-1	-1	-1	-1	12	70	9	8	4	0
538004665	9460394	0	"WHITE HAWK"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	173	27	20	12	0
273428520	8606628	0	"KOMPOZITOR GASANOV"	""	"Other ship"	"Other"	""	""	126	-1	-1	-1	-1	-1	16	5	121	8	8	0
246570952	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
257090000	9797814	0	"STEN TOR"	""	"Oil products tanker"	"Tanker"	""	""	156	-1	-1	-1	-1	-1	24	126	30	11	13	0
246188000	9268887	0	"FENSFJORD"	""	"General cargo ship"	"Cargo"	""	""	111	-1	-1	-1	-1	-1	13	105	6	8	5	0
538004934	9607954	0	"SEAWAYS REDWOOD"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	208	42	13	31	0
355806000	9425679	0	"TRITON HAWK"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	195	30	12	20	0
565497000	9726475	0	"TORM TROILUS"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	149	34	24	8	0
477333500	9776171	0	"OOCL HONG KONG"	""	"General cargo ship"	"Cargo"	""	""	400	-1	-1	-1	-1	-1	59	145	255	23	36	0
304875712	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
308701000	9059614	0	"BARRINGTON ISLAND"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	25	157	23	3	22	0
218681000	9466738	0	"SLOMAN HERMES"	""	"Oil products tanker"	"Tanker"	""	""	145	-1	-1	-1	-1	-1	23	120	25	11	12	0
636014708	9453054	0	"PATRICIA V"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	200	25	17	15	0
245854000	9646780	0	"HANZE GOTEBORG"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	150	30	21	9	0
311017900	9393450	0	"DRAWSKO"	""	"General cargo ship"	"Cargo"	""	""	189	-1	-1	-1	-1	-1	23	163	26	18	5	0
212340000	9413913	0	"MACCOA"	""	"General cargo ship"	"Cargo"	""	""	185	-1	-1	-1	-1	-1	24	163	22	12	12	0
209463000	9230919	0	"BLUEWING"	""	"General cargo ship"	"Cargo"	""	""	187	-1	-1	-1	-1	-1	24	158	29	19	5	0
310709000	9404900	0	"SICHEM MONTREAL"	""	"Oil products tanker"	"Tanker"	""	""	128	-1	-1	-1	-1	-1	20	100	28	10	10	0
538004124	9545508	0	"JUST FITZ III"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	149	31	22	8	0
211439110	0	0	"EILTANK 27"	""	"Oil products tanker"	"Tanker"	""	""	86	-1	-1	-1	-1	-1	10	71	15	5	5	0
563229000	9274678	0	"MAERSK ELLIOT"	""	"Oil products tanker"	"Tanker"	""	""	186	-1	-1	-1	-1	-1	32	156	30	22	10	0
314207000	9017381	0	"WILSON  HUMBER"	""	"General cargo ship"	"Cargo"	""	""	90	-1	-1	-1	-1	-1	16	45	45	8	8	0
249900000	9216406	0	"LEVANTO"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	195	30	11	21	0
246724000	9411769	0	"JADE"	""	"General cargo ship"	"Cargo"	""	""	89	-1	-1	-1	-1	-1	12	71	18	10	2	0
244110390	9186405	0	"A2B INDEPENDENT"	""	"General cargo ship"	"Cargo"	""	""	118	-1	-1	-1	-1	-1	18	110	8	9	9	0
305399000	9213911	0	"CEMISLE"	""	"General cargo ship"	"Cargo"	""	""	120	-1	-1	-1	-1	-1	17	105	15	8	9	0
232008553	9771016	0	"SARAH"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	169	21	21	11	0
273435910	9194012	0	"LAGORTA"	""	"Oil products tanker"	"Tanker"	""	""	158	-1	-1	-1	-1	-1	24	124	34	10	14	0
209806000	9519054	0	"KORSOE"	""	"General cargo ship"	"Cargo"	""	""	109	-1	-1	-1	-1	-1	15	93	16	4	11	0
219006726	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219013178	0	0	"ALBATROS O91"	""	"Fishing ship"	"Fishing"	""	""	17	-1	-1	-1	-1	-1	6	17	0	0	6	0
209317000	9309485	0	"CYMONA STAR"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	36	195	34	24	12	0
355390000	9065417	0	"WESER HIGHWAY"	""	"General cargo ship"	"Cargo"	""	""	100	-1	-1	-1	-1	-1	20	23	77	11	9	0
235050609	9319416	0	"BEAUMONT"	""	"General cargo ship"	"Cargo"	""	""	89	-1	-1	-1	-1	-1	13	78	11	5	8	0
209430000	9453406	0	"MYKONOS WAVE"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	37	199	30	14	23	0
477682100	9458767	0	"GREAT ASPIRATION"	""	"General cargo ship"	"Cargo"	""	""	230	-1	-1	-1	-1	-1	38	195	35	20	18	0
219005583	0	0	"FLOTO SG244"	""	"Fishing ship"	"Fishing"	""	""	18	-1	-1	-1	-1	-1	6	14	4	3	3	0
311016600	9406104	0	"CS  CAPRICE"	""	"General cargo ship"	"Cargo"	""	""	179	-1	-1	-1	-1	-1	28	158	21	22	6	0
244090107	9597317	0	"EN AVANT 30"	""	"Support ship"	"Tug"	""	""	40	-1	-1	-1	-1	-1	15	18	22	10	5	0
538005321	9439773	0	"RIDGEBURY CINDY A"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	149	34	11	21	0
538002775	9323340	0	"TARGALE"	""	"Oil products tanker"	"Tanker"	""	""	195	-1	-1	-1	-1	-1	32	168	27	25	7	0
84799555	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
538002922	9337743	0	"AL HAMLA"	""	"Oil products tanker"	"Tanker"	""	""	315	-1	-1	-1	-1	-1	50	260	55	33	17	0
305288000	9454383	0	"SYLVIA"	""	"General cargo ship"	"Cargo"	""	""	80	-1	-1	-1	-1	-1	12	64	16	3	9	0
244810323	9638769	0	"ARKLOW BANK"	""	"General cargo ship"	"Cargo"	""	""	119	-1	-1	-1	-1	-1	15	104	15	7	8	0
215871000	9261401	0	"BALTIC WIND"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	28	154	29	14	14	0
636017490	9486178	0	"CHEM LYRA"	""	"Oil products tanker"	"Tanker"	""	""	144	-1	-1	-1	-1	-1	24	130	14	12	12	0
356675000	9456329	0	"JY POWER"	""	"General cargo ship"	"Cargo"	""	""	189	-1	-1	-1	-1	-1	32	160	29	18	14	0
273113600	8904410	0	"MEKHANIK KOTTSOV"	""	"General cargo ship"	"Cargo"	""	""	85	-1	-1	-1	-1	-1	15	63	22	13	2	0
205708000	9778143	0	"SCHELDT RIVER"	""	"Support ship"	"Dredging"	""	""	116	-1	-1	-1	-1	-1	26	24	92	13	13	0
367649340	9419008	0	"OCEAN GLOBE"	""	"General cargo ship"	"Cargo"	""	""	166	-1	-1	-1	-1	-1	23	146	20	18	5	0
219633000	0	0	"HM289 CYRANO"	""	"Fishing ship"	"Fishing"	""	""	28	-1	-1	-1	-1	-1	7	20	8	1	6	0
249857000	9776755	0	"WAIKIKI"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	205	45	19	25	0
215440000	9291987	0	"LEVANTE"	""	"General cargo ship"	"Cargo"	""	""	189	-1	-1	-1	-1	-1	28	173	16	12	16	0
419001223	9568184	0	"JAG LEELA"	""	"Oil products tanker"	"Tanker"	""	""	244	-1	-1	-1	-1	-1	42	204	40	29	13	0
219421000	0	0	"VICTORY"	""	"Fishing ship"	"Fishing"	""	""	14	-1	-1	-1	-1	-1	4	12	2	2	2	0
636019062	9265861	0	"JOHNNY TRAVELLER"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	167	16	16	16	0
538007380	9522817	0	"AROMA 2"	""	"General cargo ship"	"Cargo"	""	""	169	-1	-1	-1	-1	-1	27	144	25	19	8	0
246435000	9456719	0	"HELGA"	""	"General cargo ship"	"Cargo"	""	""	143	-1	-1	-1	-1	-1	19	133	10	14	5	0
236597000	9060778	0	"AASLI"	""	"General cargo ship"	"Cargo"	""	""	99	-1	-1	-1	-1	-1	16	88	11	4	12	0
235081933	9195729	0	"BALTIC MOON"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	13	60	28	5	8	0
211131200	0	0	"HISKEA"	""	"Pleasure boat"	"Pleasure"	""	""	8	-1	-1	-1	-1	-1	3	5	3	2	1	0
248964000	9528031	0	"SAGA"	""	"Oil products tanker"	"Tanker"	""	""	249	-1	-1	-1	-1	-1	44	208	41	27	17	0
175226832	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
636017653	9397535	0	"SCF IRTYSH"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	148	35	21	11	0
213247008	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
311753000	9280720	0	"RELUME"	""	"Support ship"	"Dredging"	""	""	82	-1	-1	-1	-1	-1	16	52	30	8	8	0
244089000	9229063	0	"THUN GALAXY"	""	"Oil products tanker"	"Tanker"	""	""	115	-1	-1	-1	-1	-1	15	100	15	5	10	0
538006434	9697856	0	"FEDERAL BISCAY"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	23	171	29	6	17	0
414101000	9639452	0	"ZHI YUAN KOU"	""	"General cargo ship"	"Cargo"	""	""	195	-1	-1	-1	-1	-1	41	18	177	14	27	0
219005995	0	0	"LENE-KRISTINA"	""	"Fishing ship"	"Fishing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
235075339	9570905	0	"MCS ANNEKE"	""	"Other ship"	"Reserved"	""	""	22	-1	-1	-1	-1	-1	9	14	8	2	7	0
241476000	9699842	0	"DESERT CHALLENGER"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	168	32	9	23	0
354964000	9426142	0	"BULK PERU"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	167	23	19	13	0
230036000	9783576	0	"MEIN SCHIFF 2"	""	"Passenger ship"	"Passenger"	""	""	316	-1	-1	-1	-1	-1	40	79	237	16	24	0
229012000	9621883	0	"VESLETS"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	29	161	29	6	23	0
244262000	9081289	0	"QAMUTIK"	""	"General cargo ship"	"Cargo"	""	""	137	-1	-1	-1	-1	-1	19	126	11	11	8	0
355236000	9228083	0	"BULK BEOTHUK"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	170	20	23	9	0
210764000	9637131	0	"GOLDENEYE"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	155	25	12	18	0
235113762	9724570	0	"BRITISH ALTUS"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	147	36	23	9	0
636016454	9362229	0	"OCEAN WIND"	""	"General cargo ship"	"Cargo"	""	""	225	-1	-1	-1	-1	-1	32	193	32	22	10	0
231262000	7527875	0	"KULLEN"	""	"Support ship"	"Tug"	""	""	28	-1	-1	-1	-1	-1	8	11	17	4	4	0
