"mmsi"	"imo_from_data_set"	"imo_from_ship_db"	"name_from_data_set"	"name_from_ship_db"	"iwrap_type_from_dataset"	"org_type_info_from_data"	"iwrap_type_from_ship_db"	"org_type_from_ship_db"	"length_from_data_set"	"length_from_ship_db"	"height_1"	"height_2"	"height_3"	"depth"	"width"	"size_a"	"size_b"	"size_c"	"size_d"	"class_b"
249903000	9703382	0	"OCEANIC"	""	"Other ship"	"Other"	""	""	129	-1	-1	-1	-1	-1	30	42	87	15	15	0
636018939	9477866	0	"CHESTNUT"	""	"General cargo ship"	"Cargo"	""	""	185	-1	-1	-1	-1	-1	24	156	29	9	15	0
258177050	0	0	"S/Y SPIRELLA"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	9	4	2	2	0
232022828	0	0	"XARA"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	12	1	3	1	0
211114340	0	0	"LILLE SOL"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	3	1	0
219024303	0	0	"JOANNA"	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244870657	0	0	"ANDROMAQUE"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	6	5	8	2	4	0
357152000	9490129	0	"KEY LIGHT"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	200	29	10	22	0
265653300	0	0	"DRAKEN"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	8	2	3	0	0
219023936	0	0	"HANG LOOSE"	""	"Pleasure boat"	"Sailing"	""	""	14	-1	-1	-1	-1	-1	4	5	9	2	2	0
265728150	0	0	"DARLEEN"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	8	2	2	1	0
211110800	0	0	"SY NINA"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	6	3	3	0	0
265761250	0	0	"CONQUET"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	7	4	2	2	0
566927000	9611010	0	"GLOVIS MAGELLAN"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	32	161	29	12	20	0
219009969	0	0	"LUCCA"	""	"Pleasure boat"	"Sailing"	""	""	16	-1	-1	-1	-1	-1	5	15	1	4	1	0
231114000	9006289	0	"VITIN"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	13	80	8	8	5	0
244260664	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
265727450	0	0	"AQUILA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	3	1	0
256408000	9698214	0	"V UNO"	""	"General cargo ship"	"Cargo"	""	""	181	-1	-1	-1	-1	-1	30	147	34	20	10	0
219001266	0	0	"FULTON"	""	"Passenger ship"	"Passenger"	""	""	40	-1	-1	-1	-1	-1	7	39	1	3	4	0
244770280	0	0	"DE DRIE GRATIEN"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	2	2	0
211464550	0	0	"PONTOS"	""	"Pleasure boat"	"Pleasure"	""	""	9	-1	-1	-1	-1	-1	6	7	2	3	3	0
219022616	0	0	"BRUENNHILDE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	0	4	0
211710530	0	0	"TUULI"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	9	1	1	2	0
244890231	0	0	"20+"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	7	8	2	3	4	0
211204910	0	0	"FINEX"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	8	4	0	4	0
227353150	0	0	"KERNOURS"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	8	3	2	2	0
219025015	0	0	"BEATRIX"	""	"Pleasure boat"	"Pleasure"	""	""	15	-1	-1	-1	-1	-1	4	9	6	3	1	0
219025481	0	0	"S/Y MALIKA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	9	1	1	2	0
219020792	0	0	"JOANNA"	""	"Pleasure boat"	"Sailing"	""	""	14	-1	-1	-1	-1	-1	4	9	5	1	3	0
351115000	9387255	0	"EAGLE SAPPORO"	""	"Oil products tanker"	"Tanker"	""	""	246	-1	-1	-1	-1	-1	42	208	38	16	26	0
265801020	0	0	"BUBBEL"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
538005150	9396672	0	"PIKE"	""	"Oil products tanker"	"Tanker"	""	""	228	-1	-1	-1	-1	-1	32	187	41	21	11	0
224530860	0	0	"TC6 - MAPFRE"	""	"Pleasure boat"	"Sailing"	""	""	20	-1	-1	-1	-1	-1	6	20	0	3	3	0
565677000	9416032	0	"MTM SOUTHPORT"	""	"Oil products tanker"	"Tanker"	""	""	147	-1	-1	-1	-1	-1	24	119	28	7	17	0
211587660	0	0	"LIV"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	6	4	3	0	0
211577570	0	0	"JAJKO KOLUMBA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	9	1	2	1	0
273436451	0	0	"MIDI"	""	"Pleasure boat"	"Pleasure"	""	""	19	-1	-1	-1	-1	-1	6	9	10	3	3	0
265728550	0	0	"AMAVELA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	0	4	0
235116835	0	0	"PAVANE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	2	2	0
229478000	9650171	0	"M\V KIRAN ANATOLIA"	""	"General cargo ship"	"Cargo"	""	""	198	-1	-1	-1	-1	-1	32	170	28	10	22	0
211736210	0	0	"S/Y FEEN"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	12	3	2	2	0
244850074	0	0	"MUZE"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	10	0	3	1	0
219008271	0	0	"YEMANYA"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
355462000	9785603	0	"FARAH LOUISE"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	32	206	23	21	11	0
247037680	0	0	"EMEA 7"	""	"Pleasure boat"	"Sailing"	""	""	14	-1	-1	-1	-1	-1	5	9	5	3	2	0
257661480	0	0	"LINUS"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	5	8	4	2	3	0
211471480	0	0	"ANNA HAMBURG"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	6	5	4	0	0
219023225	0	0	"LIBERTY"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	10	2	2	2	0
265678140	0	0	"SORAJA"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	7	4	2	2	0
277563000	9125669	0	"AMIKO"	""	"General cargo ship"	"Cargo"	""	""	100	-1	-1	-1	-1	-1	16	87	13	13	3	0
265778170	0	0	"ELLINOR"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	3	1	0
211487100	0	0	"TULLE"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219014725	0	0	"VAIANA"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	7	5	3	1	0
244890496	0	0	"COCON"	""	"Pleasure boat"	"Pleasure"	""	""	9	-1	-1	-1	-1	-1	2	7	2	1	1	0
219018551	0	0	"BIG MIKAN"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219017172	0	0	"S/Y HUGIN"	""	"Pleasure boat"	"Pleasure"	""	""	15	-1	-1	-1	-1	-1	5	10	5	3	2	0
211655890	0	0	"JUST 4 FUN"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	7	3	3	1	0
211536120	0	0	"SY ANNIKA"	""	"Pleasure boat"	"Pleasure"	""	""	9	-1	-1	-1	-1	-1	3	6	3	2	1	0
211180680	0	0	"RONJA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	8	3	1	2	0
211120740	0	0	"AVANTI"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	4	0	0
235084927	0	0	"SAPHIRE"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	10	0	3	0	0
211809730	0	0	"LUETT MATTEN"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	4	7	2	2	0
244860629	0	0	"FIER"	""	"Pleasure boat"	"Pleasure"	""	""	14	-1	-1	-1	-1	-1	4	7	7	3	1	0
265817710	0	0	"YOLO"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	5	9	6	1	4	0
219006261	0	0	"ZEPHYR"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	9	4	3	1	0
219021393	0	0	"OUR DREAM"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	3	8	4	0	3	0
265778030	0	0	"HAPPY"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	6	6	3	1	0
211441600	0	0	"CARLOTTA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	5	11	1	4	1	0
304734000	9006954	0	"HAV MARLIN"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	12	75	13	6	6	0
211547460	0	0	"SY ALVA"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	5	5	1	2	0
211469120	0	0	"ZEST"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	7	3	2	1	0
265806040	0	0	"JUSSI"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	10	0	3	0	0
311000225	9408322	0	"TARBET SPIRIT"	""	"Oil products tanker"	"Tanker"	""	""	244	-1	-1	-1	-1	-1	42	210	34	28	14	0
538007043	9794434	0	"STI ESLES II"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	148	35	24	8	0
353799000	8320585	0	"GREEN ATLANTIC"	""	"General cargo ship"	"Cargo"	""	""	94	-1	-1	-1	-1	-1	16	79	15	5	11	0
265632930	0	0	"MIRAGE LIMHAMN"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	9	4	1	3	0
211484450	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211747410	0	0	"INEKE"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	7	3	1	2	0
211135980	0	0	"SHANTY"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244070619	0	0	"JAZZ"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	13	0	0	4	0
636091701	9420863	0	"VOGE TRUST"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	27	149	34	7	20	0
235007360	0	0	"FESTINA LENTE"	""	"Pleasure boat"	"Sailing"	""	""	16	-1	-1	-1	-1	-1	5	15	1	4	1	0
219022750	0	0	"ARIES"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	3	7	1	3	0
211118990	0	0	"SEESTERN"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	5	5	1	3	0
211103980	0	0	"GEISHA"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	7	4	3	1	0
265791910	0	0	"S/Y TITTI 4"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	3	12	0	2	1	0
244700932	0	0	"SERENITY"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	6	4	2	2	0
265723220	0	0	"TOO SOBER"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	3	1	0
211251080	0	0	"SY BIBO 3"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	4	10	0	4	0	0
211571320	0	0	"LADY G"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	11	1	1	3	0
244620310	0	0	"THE SWAN"	""	"Pleasure boat"	"Pleasure"	""	""	15	-1	-1	-1	-1	-1	5	14	1	4	1	0
265660700	0	0	"TRINITY"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	3	10	1	2	1	0
219019454	0	0	"DETOX"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219004303	0	0	"MATHILDE"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	6	5	2	1	0
538003233	9389679	0	"ACE"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	210	40	16	28	0
211788420	0	0	"CHRISTINA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	10	1	1	2	0
319011900	1009326	0	"AWATEA"	""	"Other ship"	"Undefined"	""	""	45	-1	-1	-1	-1	-1	9	22	23	5	4	0
538006305	9723629	0	"SBI CONGA"	""	"General cargo ship"	"Cargo"	""	""	229	-1	-1	-1	-1	-1	33	198	31	12	21	0
311536000	9243667	0	"CRYSTAL SERENITY"	""	"Passenger ship"	"Passenger"	""	""	250	-1	-1	-1	-1	-1	32	36	214	16	16	0
257100012	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
230125970	0	0	"VAHINE"	""	"Pleasure boat"	"Sailing"	""	""	20	-1	-1	-1	-1	-1	5	14	6	2	3	0
265528530	0	0	"YAGHAN"	""	"Pleasure boat"	"Sailing"	""	""	20	-1	-1	-1	-1	-1	5	19	1	4	1	0
376532017	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
235060303	9387281	0	"ENERGY CENTAUR"	""	"Oil products tanker"	"Tanker"	""	""	227	-1	-1	-1	-1	-1	32	189	38	9	23	0
310712000	9326926	0	"TEAM VOYAGER"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	147	36	13	19	0
211254270	0	0	"VIKING HERVOR"	""	"Other ship"	"Other"	""	""	135	-1	-1	-1	-1	-1	12	10	125	2	10	0
235084245	0	0	"CHARMARY"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	1	3	0
466241000	9299733	0	"UMLMA"	""	"Oil products tanker"	"Tanker"	""	""	243	-1	-1	-1	-1	-1	42	204	39	21	21	0
244850087	9728887	0	"NORTHERN ROCK"	""	"General cargo ship"	"Cargo"	""	""	93	-1	-1	-1	-1	-1	15	85	8	9	6	0
244620893	0	0	"TRUE COMPANION"	""	"Pleasure boat"	"Pleasure"	""	""	14	-1	-1	-1	-1	-1	4	10	4	4	0	0
219019908	0	0	"FREJA"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	3	6	5	3	0	0
265775940	0	0	"SY-BARIT (WITH KIDS)"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	7	9	3	1	6	0
235369896	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
265523390	0	0	"HOPPLATOFFLAN"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	6	4	2	2	0
235106595	9614036	0	"BRITANNIA"	""	"Passenger ship"	"Passenger"	""	""	330	-1	-1	-1	-1	-1	44	31	299	22	22	0
212405494	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211209790	0	0	"ANDO"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
269639000	0	0	"MOANA"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	15	0	4	0	0
219010646	0	0	"OFF LINE"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	6	4	3	0	0
211126910	0	0	"NINJA"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	4	6	2	1	0
211359860	0	0	"JOHANNA"	""	"Pleasure boat"	"Sailing"	""	""	25	-1	-1	-1	-1	-1	5	22	3	2	3	0
244070832	0	0	"PEKELBORG"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	6	7	3	1	0
265715090	0	0	"YODA"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	6	4	2	2	0
244780444	0	0	"DELFINO"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	11	0	2	1	0
211519920	0	0	"AQUAHOLIC"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	4	7	2	2	0
477209700	9720988	0	"CL LINDY"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	169	30	20	12	0
219010531	0	0	"ANDREA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	1	3	0
211389520	0	0	"SOLITAER"	""	"Pleasure boat"	"Pleasure"	""	""	9	-1	-1	-1	-1	-1	3	8	1	1	2	0
352140000	9230490	0	"MSC LORETTA"	""	"General cargo ship"	"Cargo"	""	""	304	-1	-1	-1	-1	-1	40	0	304	20	20	0
211393210	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211766910	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219006698	0	0	"HAVMUSEN"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	0	9	0	3	0
211488100	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244820136	0	0	"DROOMPJE"	""	"Other ship"	"Undefined"	""	""	10	-1	-1	-1	-1	-1	3	2	8	2	1	0
211506630	0	0	"VANADIS"	""	"Pleasure boat"	"Sailing"	""	""	29	-1	-1	-1	-1	-1	5	21	8	5	0	0
211408500	0	0	"SATORI"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	3	8	1	1	2	0
249779000	9399923	0	"NAVE EQUATOR"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	153	30	12	20	0
265802600	0	0	"BACILLEN"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	5	7	2	2	0
219020867	0	0	"FRI"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	6	4	2	2	0
563063500	9829459	0	"MARLIN MAJESTIC"	""	"Oil products tanker"	"Tanker"	""	""	183	-1	-1	-1	-1	-1	32	149	34	10	22	0
211703110	0	0	"ASTERIX"	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	4	10	1	2	2	0
211227410	0	0	"SCHAARHOERN"	""	"Passenger ship"	"Passenger"	""	""	42	-1	-1	-1	-1	-1	7	12	30	3	4	0
211809540	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211280840	0	0	"ROCK-N-ROLL"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	12	0	1	2	0
211200450	0	0	"KALIMBA"	""	"Pleasure boat"	"Sailing"	""	""	17	-1	-1	-1	-1	-1	5	16	1	4	1	0
372305000	9782338	0	"FEDERAL IRIS"	""	"General cargo ship"	"Cargo"	""	""	199	-1	-1	-1	-1	-1	32	170	29	9	23	0
219021447	0	0	"FUGA"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	10	0	1	2	0
265793960	0	0	"MANON"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	4	12	3	2	2	0
211174440	0	0	""	""	"Pleasure boat"	"Pleasure"	""	""	11	-1	-1	-1	-1	-1	2	11	0	2	0	0
244750710	0	0	"DEN BANJAERT"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	3	9	2	2	0
373025000	9615731	0	"AMAMI K"	""	"General cargo ship"	"Cargo"	""	""	197	-1	-1	-1	-1	-1	32	174	23	14	18	0
477150600	9740471	0	"PUROVSKY"	""	"Oil products tanker"	"Tanker"	""	""	250	-1	-1	-1	-1	-1	44	206	44	16	28	0
311034400	9210012	0	"IBERICA HAV"	""	"General cargo ship"	"Cargo"	""	""	88	-1	-1	-1	-1	-1	12	74	14	4	8	0
275049215	0	0	"IVOLGA"	""	"Pleasure boat"	"Sailing"	""	""	17	-1	-1	-1	-1	-1	5	8	9	4	1	0
215345000	9536935	0	"MRC HATICE ANA"	""	"Oil products tanker"	"Tanker"	""	""	107	-1	-1	-1	-1	-1	16	84	23	14	2	0
413379170	9722728	0	"TIAN ZHEN"	""	"General cargo ship"	"Cargo"	""	""	190	-1	-1	-1	-1	-1	29	170	20	20	9	0
219018658	0	0	"S/Y HAVANA"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	5	14	1	1	4	0
477193300	9707833	0	"BUNUN FORTUNE"	""	"General cargo ship"	"Cargo"	""	""	180	-1	-1	-1	-1	-1	30	154	26	10	20	0
273399750	9778193	0	"AKADEMIK PASHIN"	""	"Oil products tanker"	"Tanker"	""	""	130	-1	-1	-1	-1	-1	21	106	24	17	4	0
472860552	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
244810856	0	0	"IMPRESSIE"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	10	2	2	2	0
319331000	1009467	0	"WERE DREAMS"	""	"Pleasure boat"	"Pleasure"	""	""	52	-1	-1	-1	-1	-1	10	22	30	5	5	0
211226530	0	0	"UNPLUGGED"	""	"Pleasure boat"	"Pleasure"	""	""	13	-1	-1	-1	-1	-1	4	5	8	4	0	0
265743980	0	0	"AURORA"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	3	12	0	1	2	0
211532860	0	0	"SY TOPAS"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	9	3	2	2	0
211355670	0	0	"TRITON"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	6	8	4	3	3	0
211412660	0	0	"LADY IN BLUE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	11	1	2	2	0
219019207	0	0	"RASMINE"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	12	0	3	1	0
219012372	0	0	"SHADY LADY"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	11	0	0	4	0
211317040	0	0	"LACKI"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	4	5	5	3	1	0
211601210	0	0	"NICOLE"	""	"Pleasure boat"	"Sailing"	""	""	17	-1	-1	-1	-1	-1	10	14	3	1	9	0
235117473	0	0	"SAND DOLLAR"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
538004273	9458183	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211724700	0	0	"ZENIT"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	6	6	0	3	0
211253400	8862662	0	"WAL"	""	"Pleasure boat"	"Pleasure"	""	""	50	-1	-1	-1	-1	-1	12	12	38	6	6	0
375494000	9011973	0	"FRIENDSHIP S"	""	"General cargo ship"	"Cargo"	""	""	80	-1	-1	-1	-1	-1	11	65	15	6	5	0
211733400	0	0	"VARDOUSSIA"	""	"Pleasure boat"	"Sailing"	""	""	15	-1	-1	-1	-1	-1	5	12	3	2	3	0
219017737	0	0	"ANNA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	4	6	5	2	2	0
265611300	0	0	"MARLEN II"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	3	6	4	2	1	0
211668150	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
211628720	0	0	"TADAIMA"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	8	3	1	2	0
265665550	0	0	"ARYTM"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	11	1	3	1	0
219024720	0	0	"YOLO"	""	"Pleasure boat"	"Pleasure"	""	""	14	-1	-1	-1	-1	-1	4	0	14	0	4	0
265718970	0	0	"SEDNA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	12	0	2	2	0
211157920	0	0	"SNOWBALL"	""	"Pleasure boat"	"Sailing"	""	""	10	-1	-1	-1	-1	-1	2	10	0	2	0	0
205509100	0	0	"SEVEN SEAS"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	12	0	2	2	0
211624820	0	0	""	""	"Other ship"	"Undefined"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
374875000	9738820	0	"NORD BERING"	""	"General cargo ship"	"Cargo"	""	""	200	-1	-1	-1	-1	-1	32	171	29	10	22	0
265672790	0	0	"SITKA"	""	"Pleasure boat"	"Sailing"	""	""	-1	-1	-1	-1	-1	-1	20	0	0	5	15	0
211228530	0	0	"SY TANIMOLA"	""	"Pleasure boat"	"Pleasure"	""	""	12	-1	-1	-1	-1	-1	4	8	4	2	2	0
219004906	0	0	"NAJA"	""	"Pleasure boat"	"Pleasure"	""	""	10	-1	-1	-1	-1	-1	3	0	10	0	3	0
211781440	0	0	"HIGH FIVE"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	3	8	4	3	0	0
211203850	0	0	"SY AQUAMARIN"	""	"Pleasure boat"	"Sailing"	""	""	9	-1	-1	-1	-1	-1	4	4	5	2	2	0
219000788	0	0	"AMELIA"	""	"Pleasure boat"	"Sailing"	""	""	12	-1	-1	-1	-1	-1	4	6	6	2	2	0
211185960	0	0	"LUCA"	""	"Pleasure boat"	"Sailing"	""	""	13	-1	-1	-1	-1	-1	4	7	6	1	3	0
211746410	0	0	"GLORIA"	""	"Pleasure boat"	"Pleasure"	""	""	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
219022783	0	0	"ANNA-BJOERK"	""	"Pleasure boat"	"Sailing"	""	""	11	-1	-1	-1	-1	-1	3	6	5	2	1	0
