"timestamp"	"lat [deg]"	"lon [deg]"	"sog [kn]"	"draught [m]"	"heading [deg]"	"cog [deg]"	"rot [deg/min]"
2017-03-22T04:04:28	54.457337	12.159082	10	7.1	235	230.7	0	
2017-03-22T04:04:39	54.457027	12.158392	10	7.1	236	232	0	
2017-03-22T04:04:49	54.456743	12.157752	10	7.1	239	232.8	0	
2017-03-22T04:04:52	54.456743	12.157752	10	7.1	239	232.8	0	
2017-03-22T04:04:58	54.456488	12.157087	9.9	7.1	239	235.3	0	
2017-03-22T04:05:10	54.456212	12.156355	9.9	7.1	240	236.5	0	
2017-03-22T04:05:19	54.455997	12.155747	9.9	7.1	241	237.8	0	
2017-03-22T04:05:28	54.455763	12.155067	9.9	7.1	241	238.9	0	
2017-03-22T04:05:39	54.455528	12.154388	9.9	7.1	241	239.1	0	
2017-03-22T04:05:49	54.455297	12.153703	9.9	7.1	241	239.6	0	
2017-03-22T04:05:59	54.455062	12.153015	10	7.1	241	239.7	0	
2017-03-22T04:06:10	54.454807	12.152257	10	7.1	242	239.9	0	
2017-03-22T04:06:19	54.454602	12.151632	10	7.1	242	240.4	0	
2017-03-22T04:06:28	54.454397	12.15101	10	7.1	242	240.5	0	
2017-03-22T04:06:39	54.454123	12.150177	10	7.1	242	240.7	0	
2017-03-22T04:06:49	54.45392	12.149552	10	7.1	242	240.9	0	
2017-03-22T04:06:59	54.453668	12.14879	10	7.1	242	240.7	0	
2017-03-22T04:07:10	54.453442	12.148098	10	7.1	242	240.8	0	
2017-03-22T04:07:19	54.45324	12.147475	9.9	7.1	242	240.9	0	
2017-03-22T04:07:28	54.453033	12.146852	9.9	7.1	242	240.8	0	
2017-03-22T04:07:38	54.45281	12.146155	10	7.1	242	241.2	0	
2017-03-22T04:07:49	54.452562	12.145387	10	7.1	242	241.3	0	
2017-03-22T04:07:59	54.452335	12.144685	10	7.1	242	241.3	0	
2017-03-22T04:08:10	54.45211	12.14398	10	7.1	242	241.4	0	
2017-03-22T04:08:19	54.451883	12.143275	10.1	7.1	242	241.4	0	
2017-03-22T04:08:28	54.451658	12.14257	10	7.1	242	241.5	0	
2017-03-22T04:08:38	54.451437	12.141865	10	7.1	242	241.7	0	
2017-03-22T04:08:50	54.45119	12.141092	10	7.1	242	241.6	0	
2017-03-22T04:08:59	54.450968	12.140388	10	7.1	242	241.8	0	
2017-03-22T04:09:10	54.45075	12.139685	10	7.1	242	242	0	
2017-03-22T04:09:19	54.450528	12.138983	10	7.1	242	241.9	0	
2017-03-22T04:09:29	54.450328	12.138352	10	7.1	242	241.7	0	
2017-03-22T04:09:38	54.450127	12.137722	10	7.1	242	241.6	0	
2017-03-22T04:09:49	54.449882	12.13695	10	7.1	242	241.6	0	
2017-03-22T04:09:59	54.449638	12.13618	10	7.1	242	241.6	0	
2017-03-22T04:10:10	54.449415	12.135482	10	7.1	242	241.6	0	
2017-03-22T04:10:19	54.449193	12.13478	10	7.1	242	241.7	0	
2017-03-22T04:10:29	54.448997	12.134148	10	7.1	242	241.9	0	
2017-03-22T04:10:38	54.448777	12.133448	10	7.1	242	242	0	
2017-03-22T04:10:49	54.448535	12.13268	10	7.1	242	241.9	0	
2017-03-22T04:10:51	54.448535	12.13268	10	7.1	242	241.9	0	
2017-03-22T04:10:59	54.448337	12.132048	10	7.1	242	241.9	0	
2017-03-22T04:11:10	54.448097	12.13128	10	7.1	242	242	0	
2017-03-22T04:11:19	54.4479	12.130648	10	7.1	242	242	0	
2017-03-22T04:11:29	54.447682	12.129953	10	7.1	242	241.9	0	
2017-03-22T04:11:38	54.447462	12.129257	10	7.1	242	241.8	0	
2017-03-22T04:11:49	54.447218	12.128488	10	7.1	242	241.7	0	
2017-03-22T04:11:59	54.447	12.127788	10	7.1	242	241.9	0	
2017-03-22T04:12:10	54.446778	12.127088	10	7.1	243	241.9	0	
2017-03-22T04:12:19	54.446562	12.126383	10	7.1	243	242.2	0	
2017-03-22T04:12:29	54.446368	12.125747	10	7.1	243	242.3	0	
2017-03-22T04:12:38	54.446175	12.125112	10	7.1	243	242.3	0	
2017-03-22T04:12:50	54.445935	12.124337	10	7.1	243	242.2	0	
2017-03-22T04:13:00	54.445698	12.123558	10	7.1	243	242.4	0	
2017-03-22T04:13:08	54.44553	12.122993	10	7.1	243	242.6	0	
2017-03-22T04:13:19	54.445273	12.122145	10	7.1	243	242.7	0	
2017-03-22T04:13:28	54.445082	12.121508	10	7.1	243	242.7	0	
2017-03-22T04:13:38	54.444868	12.120805	10	7.1	243	242.7	0	
2017-03-22T04:13:49	54.444635	12.120027	10	7.1	243	242.9	0	
2017-03-22T04:14:00	54.444423	12.119322	10	7.1	243	242.9	0	
2017-03-22T04:14:08	54.444233	12.118687	10	7.1	243	242.8	0	
2017-03-22T04:14:19	54.444002	12.11791	10	7.1	243	243	0	
2017-03-22T04:14:28	54.443833	12.117345	10	7.1	243	243.1	0	
2017-03-22T04:14:39	54.443598	12.11657	10	7.1	243	242.8	0	
2017-03-22T04:14:49	54.443383	12.115867	10	7.1	243	242.5	0	
2017-03-22T04:15:00	54.443125	12.115022	10	7.1	243	242.5	0	
2017-03-22T04:15:08	54.442955	12.114458	10	7.1	243	242.6	0	
2017-03-22T04:15:19	54.442717	12.113682	10	7.1	243	242.5	0	
2017-03-22T04:15:28	54.442527	12.113043	10	7.1	243	242.8	0	
2017-03-22T04:15:39	54.442315	12.112333	10	7.1	243	242.8	0	
2017-03-22T04:15:50	54.44208	12.11155	10	7.1	243	242.8	0	
2017-03-22T04:16:00	54.441857	12.110843	10	7.1	246	242.1	0	
2017-03-22T04:16:08	54.441693	12.110267	10	7.1	247	243.3	0	
2017-03-22T04:16:19	54.441493	12.109462	10	7.1	248	245.5	0	
2017-03-22T04:16:28	54.441337	12.108798	10	7.1	249	246.7	0	
2017-03-22T04:16:39	54.441133	12.107913	10	7.1	250	248.2	0	
2017-03-22T04:16:48	54.440988	12.107247	10	7.1	250	249	0	
2017-03-22T04:16:52	54.440988	12.107247	10	7.1	250	249	0	
2017-03-22T04:17:00	54.440812	12.10643	10	7.1	250	249.5	0	
2017-03-22T04:17:09	54.44067	12.10576	10	7.1	250	249.8	0	
2017-03-22T04:17:19	54.440492	12.10494	10	7.1	250	249.8	0	
2017-03-22T04:17:28	54.440348	12.104268	10	7.1	250	250	0	
2017-03-22T04:17:39	54.440185	12.103523	10	7.1	250	249.8	0	
2017-03-22T04:17:48	54.44003	12.102857	10	7.1	252	249.2	0	
2017-03-22T04:18:00	54.439852	12.101953	10	7.1	254	250.8	0	
2017-03-22T04:18:08	54.439737	12.10135	10	7.1	256	251.6	0	
2017-03-22T04:18:19	54.439595	12.100433	9.9	7.1	258	254.1	0	
2017-03-22T04:18:28	54.4395	12.09974	9.9	7.1	259	255.5	0	
2017-03-22T04:18:39	54.439402	12.098963	9.9	7.1	262	257.1	0	
2017-03-22T04:18:48	54.439333	12.09826	9.9	7.1	263	259.4	0	
2017-03-22T04:18:59	54.439333	12.09826	9.9	7.1	263	259.4	0	
2017-03-22T04:19:00	54.43926	12.097322	9.9	7.1	264	261.6	0	
2017-03-22T04:19:09	54.439212	12.096617	9.9	7.1	265	262.7	0	
2017-03-22T04:19:19	54.439163	12.095747	9.9	7.1	265	264.1	0	
2017-03-22T04:19:28	54.439125	12.095113	9.9	7.1	265	264.7	0	
2017-03-22T04:19:39	54.439073	12.094242	9.9	7.1	265	264.9	0	
2017-03-22T04:19:48	54.439032	12.093527	9.9	7.1	265	265	0	
2017-03-22T04:20:00	54.438973	12.092508	10	7.1	265	264.7	0	
2017-03-22T04:20:09	54.438952	12.091902	9.9	7.1	265	265.2	0	
2017-03-22T04:20:19	54.438917	12.091043	9.9	7.1	265	265.6	0	
2017-03-22T04:20:28	54.438887	12.090338	9.9	7.1	266	265.7	0	
2017-03-22T04:20:39	54.438853	12.08955	9.9	7.1	266	265.9	0	
2017-03-22T04:20:48	54.438825	12.08884	9.9	7.1	266	266.1	0	
2017-03-22T04:20:50	54.438853	12.08955	9.9	7.1	266	265.9	0	
2017-03-22T04:20:59	54.43879	12.087972	9.9	7.1	266	266.1	0	
2017-03-22T04:21:09	54.438758	12.087182	9.9	7.1	266	266.4	0	
2017-03-22T04:21:19	54.438728	12.086393	9.9	7.1	266	266.6	0	
2017-03-22T04:21:28	54.4387	12.085683	9.9	7.1	266	266.5	0	
2017-03-22T04:21:39	54.438667	12.084813	9.9	7.1	266	266.5	0	
2017-03-22T04:21:48	54.438637	12.084022	10	7.1	266	266.5	0	
2017-03-22T04:21:59	54.438605	12.083152	10	7.1	266	266.7	0	
2017-03-22T04:22:09	54.438582	12.082442	9.9	7.1	266	266.9	0	
2017-03-22T04:22:19	54.438555	12.081653	9.9	7.1	266	267	0	
2017-03-22T04:22:28	54.438528	12.080945	9.9	7.1	266	267	0	
2017-03-22T04:22:39	54.438497	12.080077	9.9	7.1	266	266.9	0	
2017-03-22T04:22:48	54.43847	12.07929	9.9	7.1	266	267	0	
2017-03-22T04:22:51	54.43847	12.07929	9.9	7.1	266	267	0	
2017-03-22T04:22:59	54.438447	12.078505	9.9	7.1	266	267.1	0	
2017-03-22T04:23:08	54.438422	12.077792	9.9	7.1	266	267.1	0	
2017-03-22T04:23:19	54.43841	12.077037	9.9	7.1	266	267	0	
2017-03-22T04:23:28	54.438375	12.076158	9.9	7.1	266	266.9	0	
2017-03-22T04:23:39	54.438342	12.075278	10	7.1	266	266.9	0	
2017-03-22T04:23:49	54.438317	12.074558	10	7.1	266	267.1	0	
2017-03-22T04:23:59	54.438285	12.073683	10	7.1	268	266.7	0	
2017-03-22T04:24:08	54.438267	12.073048	10	7.1	268	267.3	0	
2017-03-22T04:24:19	54.438252	12.072175	10	7.1	268	268.3	0	
2017-03-22T04:24:28	54.43824	12.07146	10	7.1	269	268.8	0	
2017-03-22T04:24:39	54.438233	12.07059	10	7.1	269	269.2	0	
2017-03-22T04:24:49	54.438233	12.069878	10	7.1	269	269.6	0	
2017-03-22T04:24:59	54.438233	12.069005	10	7.1	269	270	0	
2017-03-22T04:25:08	54.43823	12.068208	10	7.1	269	270.1	0	
2017-03-22T04:25:19	54.43823	12.067412	10	7.1	269	270.4	0	
2017-03-22T04:25:28	54.438238	12.066615	10	7.1	269	270.6	0	
2017-03-22T04:25:39	54.438245	12.065817	10	7.1	270	270.7	0	
2017-03-22T04:25:49	54.438252	12.065015	10	7.1	269	270.9	0	
2017-03-22T04:25:59	54.438255	12.064218	10	7.1	269	270.7	0	
2017-03-22T04:26:08	54.438262	12.063503	10	7.1	269	270.7	0	
2017-03-22T04:26:19	54.438267	12.062705	10	7.1	269	270.9	0	
2017-03-22T04:26:28	54.438277	12.06191	10	7.1	270	270.9	0	
2017-03-22T04:26:39	54.438282	12.061112	10	7.1	269	270.9	0	
2017-03-22T04:26:59	54.438302	12.059372	10	7.1	269	271	0	
2017-03-22T04:27:08	54.438303	12.058662	10	7.1	270	270.8	0	
2017-03-22T04:27:19	54.438308	12.057875	10	7.1	270	271	0	
2017-03-22T04:27:28	54.438317	12.057163	10	7.1	270	271	0	
2017-03-22T04:27:39	54.438322	12.056293	10	7.1	270	271	0	
2017-03-22T04:27:49	54.438332	12.055503	9.9	7.1	269	271.2	0	
2017-03-22T04:27:59	54.438338	12.054717	9.9	7.1	269	271.1	0	
2017-03-22T04:28:08	54.438345	12.05401	9.9	7.1	269	271.1	0	
2017-03-22T04:28:19	54.438348	12.053223	9.9	7.1	269	270.9	0	
2017-03-22T04:28:29	54.438348	12.052272	9.9	7.1	269	270.6	0	
2017-03-22T04:28:39	54.438347	12.051553	9.9	7.1	270	270.5	0	
2017-03-22T04:28:48	54.438347	12.050755	9.9	7.1	269	270.7	0	
2017-03-22T04:28:51	54.438347	12.050755	9.9	7.1	269	270.7	0	
2017-03-22T04:28:59	54.43835	12.049963	10	7.1	269	270.7	0	
2017-03-22T04:29:08	54.438355	12.049257	9.9	7.1	270	270.5	0	
2017-03-22T04:29:19	54.43836	12.048385	9.9	7.1	269	270.7	0	
2017-03-22T04:29:29	54.438367	12.047597	10	7.1	269	270.6	0	
2017-03-22T04:29:39	54.438367	12.046797	10	7.1	269	270.5	0	
2017-03-22T04:29:48	54.438375	12.046087	10	7.1	269	270.6	0	
2017-03-22T04:29:59	54.438382	12.04522	10	7.1	270	270.6	0	
2017-03-22T04:30:08	54.438382	12.044432	10	7.1	270	270.8	0	
2017-03-22T04:30:18	54.43838	12.04363	10	7.1	269	270.9	0	
2017-03-22T04:30:29	54.438383	12.042757	10	7.1	269	270.8	0	
2017-03-22T04:30:39	54.438385	12.042045	10	7.1	270	270.6	0	
2017-03-22T04:30:48	54.438392	12.041255	10	7.1	269	270.9	0	
2017-03-22T04:30:59	54.438395	12.040463	10	7.1	269	270.9	0	
2017-03-22T04:31:08	54.438398	12.039748	10	7.1	269	270.7	0	
2017-03-22T04:31:18	54.438398	12.038952	10	7.1	270	270.5	0	
2017-03-22T04:31:29	54.438403	12.038075	10	7.1	270	270.6	0	
2017-03-22T04:31:39	54.438407	12.03736	10	7.1	269	270.7	0	
2017-03-22T04:31:48	54.438412	12.036482	10	7.1	269	270.6	0	
2017-03-22T04:31:59	54.438413	12.035605	10	7.1	269	270.5	0	
2017-03-22T04:32:09	54.438415	12.034807	10	7.1	269	270.4	0	
2017-03-22T04:32:18	54.438413	12.034088	10	7.1	269	270.2	0	
2017-03-22T04:32:29	54.438413	12.033208	10	7.1	269	270.2	0	
2017-03-22T04:32:39	54.438413	12.03249	10	7.1	268	270.3	0	
2017-03-22T04:32:48	54.43841	12.031772	10	7.1	268	269.8	0	
2017-03-22T04:32:59	54.438405	12.030895	10	7.1	268	269.6	0	
2017-03-22T04:33:09	54.438395	12.030102	10	7.1	268	269.5	0	
2017-03-22T04:33:18	54.438378	12.029387	10	7.1	268	269.1	0	
2017-03-22T04:33:29	54.438365	12.028435	10	7.1	268	269.2	0	
2017-03-22T04:33:39	54.438353	12.027718	10	7.1	268	268.9	0	
2017-03-22T04:33:48	54.438345	12.027003	10	7.1	268	269.1	0	
2017-03-22T04:33:59	54.438333	12.026132	10	7.1	268	269	0	
2017-03-22T04:34:09	54.438318	12.025258	10	7.1	268	268.9	0	
2017-03-22T04:34:18	54.43831	12.024623	10	7.1	268	268.9	0	
2017-03-22T04:34:29	54.438297	12.02375	10	7.1	268	268.8	0	
2017-03-22T04:34:39	54.438287	12.022955	10	7.1	268	269	0	
2017-03-22T04:34:48	54.438278	12.022238	10	7.1	268	269	0	
2017-03-22T04:34:51	54.438278	12.022238	10	7.1	268	269	0	
2017-03-22T04:34:58	54.438268	12.021443	10	7.1	268	269.1	0	
2017-03-22T04:35:09	54.438258	12.02049	10	7.1	268	269.1	0	
2017-03-22T04:35:18	54.438248	12.019775	10	7.1	268	268.9	0	
2017-03-22T04:35:29	54.43824	12.01898	10	7.1	268	269	0	
2017-03-22T04:35:39	54.43823	12.018183	10	7.1	268	268.9	0	
2017-03-22T04:35:48	54.43822	12.017465	10	7.1	268	268.8	0	
2017-03-22T04:35:58	54.43821	12.016665	10	7.1	268	268.8	0	
2017-03-22T04:36:09	54.438198	12.015787	10	7.1	268	268.8	0	
2017-03-22T04:36:19	54.43819	12.014985	10.1	7.1	268	268.9	0	
2017-03-22T04:36:29	54.438178	12.014185	10.1	7.1	268	268.8	0	
2017-03-22T04:36:39	54.438168	12.013463	10.1	7.1	268	268.7	0	
2017-03-22T04:36:48	54.438158	12.012583	10.1	7.1	268	268.9	0	
2017-03-22T04:36:58	54.43815	12.011783	10.1	7.1	268	269	0	
2017-03-22T04:37:09	54.438143	12.010903	10.1	7.1	268	269.1	0	
2017-03-22T04:37:19	54.438137	12.010185	10.1	7.1	268	269.2	0	
2017-03-22T04:37:29	54.438127	12.009387	10	7.1	268	268.9	0	
2017-03-22T04:37:39	54.438118	12.008587	10	7.1	268	269	0	
2017-03-22T04:37:48	54.438108	12.00787	10	7.1	268	268.9	0	
2017-03-22T04:37:58	54.4381	12.007073	10	7.1	269	268.9	0	
2017-03-22T04:38:09	54.438093	12.006198	10	7.1	268	269.3	0	
2017-03-22T04:38:19	54.438087	12.005483	10	7.1	268	269.4	0	
2017-03-22T04:38:29	54.438078	12.004528	10	7.1	268	269.3	0	
2017-03-22T04:38:39	54.43807	12.003728	10	7.1	268	269.4	0	
2017-03-22T04:38:40	54.438078	12.004528	10	7.1	268	269.3	0	
2017-03-22T04:38:48	54.438065	12.003012	10	7.1	268	269.4	0	
2017-03-22T04:38:58	54.43806	12.002222	10	7.1	268	269.2	0	
2017-03-22T04:39:09	54.43806	12.001435	10	7.1	268	269.3	0	
2017-03-22T04:39:19	54.43805	12.000638	10	7.1	268	269	0	
2017-03-22T04:39:29	54.438037	11.999837	10	7.1	268	268.9	0	
2017-03-22T04:39:39	54.438022	11.999032	10	7.1	267	268.9	0	
2017-03-22T04:39:48	54.438003	11.99831	10	7.1	268	268.5	0	
2017-03-22T04:39:58	54.43799	11.997513	10	7.1	268	268.5	0	
2017-03-22T04:40:09	54.437972	11.996555	10	7.1	268	268.5	0	
2017-03-22T04:40:19	54.43796	11.995837	10	7.1	268	268.7	0	
2017-03-22T04:40:30	54.437945	11.994958	10	7.1	268	268.8	0	
2017-03-22T04:40:39	54.437932	11.99416	10	7.1	268	268.8	0	
2017-03-22T04:40:48	54.437922	11.99352	10	7.1	269	268.8	0	
2017-03-22T04:40:52	54.437922	11.99352	10	7.1	269	268.8	0	
2017-03-22T04:40:58	54.437915	11.992723	10	7.1	269	269	0	
2017-03-22T04:41:09	54.437905	11.991845	10	7.1	269	269.2	0	
2017-03-22T04:41:19	54.437902	11.99105	10	7.1	269	269.6	0	
2017-03-22T04:41:30	54.437897	11.990177	10	7.1	269	269.6	0	
2017-03-22T04:41:39	54.437897	11.989462	10	7.1	269	269.9	0	
2017-03-22T04:41:48	54.437895	11.988747	10	7.1	269	270	0	
2017-03-22T04:41:59	54.437893	11.98787	10	7.1	269	270	0	
2017-03-22T04:42:09	54.437893	11.987073	10	7.1	269	270.1	0	
2017-03-22T04:42:19	54.437888	11.986277	10	7.1	269	269.9	0	
2017-03-22T04:42:30	54.437888	11.985402	10	7.1	269	270.1	0	
2017-03-22T04:42:39	54.437882	11.984687	10	7.1	269	269.7	0	
2017-03-22T04:42:48	54.43788	11.983973	10	7.1	269	269.9	0	
2017-03-22T04:42:59	54.437873	11.983105	10	7.1	269	269.7	0	
2017-03-22T04:43:09	54.43787	11.982313	10	7.1	269	269.7	0	
2017-03-22T04:43:19	54.437865	11.981603	10	7.1	269	269.7	0	
2017-03-22T04:43:30	54.43786	11.980575	10	7.1	269	269.8	0	
2017-03-22T04:43:39	54.437853	11.979865	10	7.1	269	269.7	0	
2017-03-22T04:43:48	54.437847	11.979155	9.9	7.1	269	269.5	0	
2017-03-22T04:43:59	54.437845	11.978367	9.9	7.1	269	269.8	0	
2017-03-22T04:44:09	54.437842	11.977577	9.9	7.1	269	269.7	0	
2017-03-22T04:44:19	54.437842	11.976785	9.9	7.1	269	270	0	
2017-03-22T04:44:30	54.437838	11.975917	9.9	7.1	269	269.8	0	
2017-03-22T04:44:39	54.437835	11.975207	9.9	7.1	269	269.8	0	
2017-03-22T04:44:48	54.437835	11.974497	9.9	7.1	269	270	0	
2017-03-22T04:44:59	54.437832	11.973628	9.9	7.1	269	269.8	0	
2017-03-22T04:45:10	54.437825	11.97268	9.9	7.1	269	269.8	0	
2017-03-22T04:45:19	54.437825	11.972048	9.9	7.1	269	269.9	0	
2017-03-22T04:45:30	54.43782	11.97118	9.9	7.1	269	269.8	0	
2017-03-22T04:45:39	54.437818	11.970472	9.9	7.1	269	269.9	0	
2017-03-22T04:45:49	54.437813	11.969602	9.9	7.1	269	269.8	0	
2017-03-22T04:45:59	54.437813	11.96889	9.9	7.1	269	270	0	
2017-03-22T04:46:10	54.437807	11.968018	10	7.1	269	269.9	0	
2017-03-22T04:46:19	54.437803	11.967307	10	7.1	269	269.9	0	
2017-03-22T04:46:30	54.437798	11.966433	10	7.1	269	269.9	0	
2017-03-22T04:46:39	54.437793	11.965718	10	7.1	269	269.7	0	
2017-03-22T04:46:49	54.437792	11.964925	10	7.1	269	269.9	0	
2017-03-22T04:46:51	54.437792	11.964925	10	7.1	269	269.9	0	
2017-03-22T04:46:59	54.437788	11.96413	10	7.1	269	269.9	0	
2017-03-22T04:47:10	54.437782	11.963253	10	7.1	269	269.7	0	
2017-03-22T04:47:19	54.437778	11.962537	10	7.1	269	269.8	0	
2017-03-22T04:47:28	54.437773	11.961738	10	7.1	269	269.5	0	
2017-03-22T04:47:39	54.43777	11.960942	10	7.1	269	269.7	0	
2017-03-22T04:47:49	54.43777	11.960142	10	7.1	269	269.9	0	
2017-03-22T04:47:58	54.437768	11.959427	10.1	7.1	269	269.7	0	
2017-03-22T04:48:10	54.437768	11.958472	10.1	7.1	269	269.7	0	
2017-03-22T04:48:19	54.437763	11.95775	10.1	7.1	269	269.7	0	
2017-03-22T04:48:28	54.437763	11.957023	10.1	7.1	269	269.8	0	
2017-03-22T04:48:39	54.437767	11.956067	10.1	7.1	270	269.6	0	
2017-03-22T04:48:49	54.437773	11.955277	10.1	7.1	269	269.9	0	
2017-03-22T04:48:58	54.437775	11.954555	10.1	7.1	269	270	0	
2017-03-22T04:49:10	54.437765	11.953667	10.1	7.1	269	269.8	0	
2017-03-22T04:49:19	54.437773	11.952962	10.1	7.1	269	269.8	0	
2017-03-22T04:49:28	54.437767	11.95216	10.1	7.1	269	269.6	0	
2017-03-22T04:49:39	54.43776	11.951355	10	7.1	269	269.7	0	
2017-03-22T04:49:50	54.437748	11.950468	10	7.1	269	269.5	0	
2017-03-22T04:49:58	54.437742	11.949828	10	7.1	269	269.4	0	
2017-03-22T04:50:10	54.437737	11.948872	10	7.1	269	269.5	0	
2017-03-22T04:50:19	54.43773	11.948077	10	7.1	268	269.2	0	
2017-03-22T04:50:28	54.437723	11.947358	10	7.1	268	269.2	0	
2017-03-22T04:50:40	54.437708	11.94648	10	7.1	268	268.8	0	
2017-03-22T04:50:50	54.437695	11.945683	10	7.1	268	268.8	0	
2017-03-22T04:50:58	54.437688	11.945045	10	7.1	268	268.8	0	
2017-03-22T04:51:10	54.437672	11.944088	10	7.1	268	268.6	0	
2017-03-22T04:51:19	54.437662	11.943372	10	7.1	268	268.6	0	
2017-03-22T04:51:28	54.437645	11.942655	10	7.1	268	268.3	0	
2017-03-22T04:51:40	54.437627	11.941698	10	7.1	268	268.1	0	
2017-03-22T04:51:50	54.437615	11.940982	10	7.1	268	268.2	0	
2017-03-22T04:51:58	54.437602	11.940185	10	7.1	268	268.2	0	
2017-03-22T04:52:08	54.437583	11.93939	10	7.1	268	268.2	0	
2017-03-22T04:52:19	54.437568	11.938593	10	7.1	268	268.1	0	
2017-03-22T04:52:30	54.437552	11.937718	10	7.1	268	268.3	0	
2017-03-22T04:52:40	54.437535	11.936923	10	7.1	268	268.2	0	
2017-03-22T04:52:50	54.437517	11.93613	10	7.1	268	268.2	0	
2017-03-22T04:52:51	54.437517	11.93613	10	7.1	268	268.2	0	
2017-03-22T04:53:00	54.4375	11.935335	10	7.1	268	268.1	0	
2017-03-22T04:53:08	54.437487	11.934698	10	7.1	268	268.2	0	
2017-03-22T04:53:19	54.43747	11.933823	10	7.1	268	268.4	0	
2017-03-22T04:53:30	54.437453	11.93303	10	7.1	268	268.2	0	
2017-03-22T04:53:40	54.437437	11.932158	10	7.1	268	268.5	0	
2017-03-22T04:53:50	54.437418	11.931367	10	7.1	268	268.2	0	
2017-03-22T04:54:00	54.4374	11.930575	10	7.1	268	268.1	0	
2017-03-22T04:54:08	54.437387	11.929865	10	7.1	268	268.3	0	
2017-03-22T04:54:19	54.437368	11.929073	10	7.1	268	268.1	0	
2017-03-22T04:54:30	54.43735	11.928202	10	7.1	268	268.3	0	
2017-03-22T04:54:40	54.437335	11.927407	10	7.1	268	268.2	0	
2017-03-22T04:54:50	54.437315	11.926613	10	7.1	268	267.9	0	
2017-03-22T04:55:00	54.437302	11.925897	10	7.1	268	268.1	0	
2017-03-22T04:55:08	54.437285	11.925182	10	7.1	268	268	0	
2017-03-22T04:55:19	54.437263	11.924225	10	7.1	268	268	0	
2017-03-22T04:55:30	54.437247	11.923428	10	7.1	268	268	0	
2017-03-22T04:55:39	54.43723	11.922712	10	7.1	268	268	0	
2017-03-22T04:55:50	54.437213	11.921837	10	7.1	268	268.2	0	
2017-03-22T04:56:00	54.437192	11.921042	10	7.1	268	268	0	
2017-03-22T04:56:08	54.437178	11.920405	10	7.1	268	268.1	0	
2017-03-22T04:56:19	54.43716	11.919528	10	7.1	268	268.1	0	
2017-03-22T04:56:30	54.437142	11.918653	10	7.1	268	268.1	0	
2017-03-22T04:56:39	54.437127	11.917938	10	7.1	268	268.1	0	
2017-03-22T04:56:49	54.43711	11.917145	10	7.1	268	268	0	
2017-03-22T04:57:00	54.437095	11.916272	10	7.1	268	268.2	0	
2017-03-22T04:57:09	54.43708	11.915482	10	7.1	268	268.2	0	
2017-03-22T04:57:20	54.437067	11.914692	10	7.1	268	268.3	0	
2017-03-22T04:57:30	54.437058	11.913903	10	7.1	268	268.5	0	
2017-03-22T04:57:39	54.437045	11.91319	10	7.1	268	268.4	0	
2017-03-22T04:57:49	54.437033	11.912395	10	7.1	268	268.4	0	
2017-03-22T04:58:00	54.437013	11.911525	10	7.1	268	268.2	0	
2017-03-22T04:58:09	54.436995	11.910813	10	7.1	268	268.1	0	
2017-03-22T04:58:20	54.436975	11.910023	10	7.1	268	268.1	0	
2017-03-22T04:58:30	54.436952	11.909235	10	7.1	268	267.7	0	
2017-03-22T04:58:39	54.43693	11.908363	10	7.1	268	267.8	0	
2017-03-22T04:58:49	54.436912	11.907573	10	7.1	268	267.8	0	
2017-03-22T04:58:51	54.436912	11.907573	10	7.1	268	267.8	0	
2017-03-22T04:58:59	54.436893	11.906783	10	7.1	268	267.8	0	
2017-03-22T04:59:09	54.436877	11.905988	9.9	7.1	268	268	0	
2017-03-22T04:59:20	54.436847	11.905187	9.9	7.1	268	267.6	0	
2017-03-22T04:59:30	54.436825	11.904397	9.9	7.1	268	267.7	0	
2017-03-22T04:59:39	54.436805	11.903683	9.9	7.1	268	267.6	0	
2017-03-22T04:59:49	54.436782	11.902888	9.9	7.1	268	267.5	0	
2017-03-22T04:59:59	54.436775	11.90212	9.9	7.1	268	267.5	0	
2017-03-22T05:00:09	54.436757	11.901328	9.9	7.1	268	267.6	0	
2017-03-22T05:00:20	54.436732	11.900452	9.9	7.1	268	267.7	0	
2017-03-22T05:00:28	54.436712	11.899738	10	7.1	268	267.4	0	
2017-03-22T05:00:39	54.43669	11.898945	10	7.1	268	267.5	0	
2017-03-22T05:00:49	54.436668	11.898152	10	7.1	268	267.6	0	
2017-03-22T05:00:59	54.436643	11.897278	10	7.1	268	267.7	0	
2017-03-22T05:01:09	54.436622	11.896555	10	7.1	268	267.8	0	
2017-03-22T05:01:19	54.436613	11.89578	10	7.1	268	267.7	0	
2017-03-22T05:01:20	54.436622	11.896555	10	7.1	268	267.8	0	
2017-03-22T05:01:28	54.436595	11.895062	10	7.1	268	267.8	0	
2017-03-22T05:01:39	54.436567	11.894178	10	7.1	268	267.9	0	
2017-03-22T05:01:49	54.436542	11.893383	10	7.1	268	267.6	0	
2017-03-22T05:01:59	54.436508	11.892493	10	7.1	268	267.5	0	
2017-03-22T05:02:08	54.43648	11.891768	10	7.1	268	267.4	0	
2017-03-22T05:02:19	54.436447	11.890883	10	7.1	268	267.3	0	
2017-03-22T05:02:28	54.43643	11.890248	10	7.1	268	267.5	0	
2017-03-22T05:02:40	54.436402	11.889293	10	7.1	268	267.4	0	
2017-03-22T05:02:49	54.436378	11.888577	10	7.1	268	267.3	0	
