mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed
219018986,9619957,0,MAGLEBY MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,60,146,253,30,30,0,13.642612485186744,19.4,3.1639350694326818
246521000,9307358,0,TIMCA,,General cargo ship,Cargo,,,205,-1,-1,-1,-1,-1,26,143,62,26,0,0,15.885983879149991,51.2,5.28592512132394
257433000,9164524,0,EK-STAR,,Oil products tanker,Tanker,,,135,-1,-1,-1,-1,-1,21,116,19,10,11,0,11.38888888888889,16.4,2.7100189675338298
205689000,9345362,0,FAST HERMAN,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,76,6,6,6,0,9.836951809628701,47.0,1.65079694106905
248697000,9537977,0,CABRERA,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,151,29,25,5,0,12.120228475898578,15.3,1.178448896549478
253371000,9552082,0,ACEROMAR,,General cargo ship,Cargo,,,99,-1,-1,-1,-1,-1,14,90,9,5,9,0,9.419745673149507,12.9,2.2771836588981063
351047000,9782156,0,PUPLINGE,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,199,30,10,22,0,10.150963547713024,13.0,2.4784151093152205
319137600,9416070,0,DREGGEN,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,25,120,25,17,8,0,11.596573751451801,14.5,2.4524212022520935
636016673,9267637,0,MSC PEGASUS,,General cargo ship,Cargo,,,301,-1,-1,-1,-1,-1,40,11,290,20,20,0,15.821308537750875,19.7,3.8794751267443246
352182000,9400370,0,CHEMBULK JAKARTA,,Oil products tanker,Tanker,,,133,-1,-1,-1,-1,-1,24,106,27,7,17,0,12.996160822249093,14.1,0.5824002884413672
241279000,9458016,0,DELTA STAR,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,213,36,14,30,0,10.13315380011969,13.2,2.0633290473696664
218856000,9196266,0,ANOUK,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,79,11,5,8,0,9.313922486595553,13.5,1.9795231364091501
249012000,9288863,0,SEAQUEEN,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,208,41,28,16,0,11.588800601814848,14.4,1.8825562093817216
244557000,9356490,0,HELENIC,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,65,15,6,6,0,8.903216218099063,51.2,2.596712556280142
219008384,0,0,SVEND,,Fishing ship,Fishing,,,10,-1,-1,-1,-1,-1,4,8,2,2,2,0,3.3260946664847904,39.7,2.6662085862031586
275456000,9197806,0,TOMKE,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,71,11,3,9,0,10.049513886785597,12.0,0.8511785522730326
244870000,9439474,0,SCHELDEBANK,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,78,12,3,11,0,10.403396821097472,14.2,3.076227903539339
257739000,9271248,0,ARCTIC PRINCESS,,Oil products tanker,Tanker,,,288,-1,-1,-1,-1,-1,49,223,65,28,21,0,14.881051106715057,18.6,1.903335341241124
218098000,9354478,0,IDA RAMBOW,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,23,137,12,13,10,0,13.35392451198264,20.8,4.296436067878974
249581000,9487380,0,MT ALAND,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,15,84,16,15,0,0,8.577809355334514,12.7,2.7864928441720447
212518000,9167332,0,TRANSMAR,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,75,15,6,8,0,10.110729986489671,13.7,2.914294562389457
246436000,9191668,0,DUTCH EMERALD,,Oil products tanker,Tanker,,,118,-1,-1,-1,-1,-1,16,10,108,8,8,0,12.85279183706523,17.7,2.8091442045411816
304010455,8906303,0,VITA,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,73,15,8,5,0,8.998628713430476,11.8,1.5506846458973262
636016750,9687708,0,DANSAS,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,197,32,10,22,0,10.68230487804878,12.6,0.724973340481186
538006451,9490466,0,UNITY N,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,196,33,7,25,0,9.71468267581475,14.0,1.8805097377548046
306885000,9419278,0,CATHY JO,,General cargo ship,Cargo,,,111,-1,-1,-1,-1,-1,14,99,12,3,11,0,9.626186564271077,51.4,2.8939659377298503
231842000,8129395,0,OSTANHAV,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,13,80,28,4,9,0,9.951085756348915,11.3,0.5280427229432925
255806168,9635248,0,M/V RIJN CONFIDENCE,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,28,154,26,19,9,0,12.357580261593341,13.6,0.5719524088009469
277372000,8616087,0,PERSEUS,,General cargo ship,Cargo,,,72,-1,-1,-1,-1,-1,11,59,13,6,5,0,8.201468428781205,10.6,1.2746239492024287
248531000,9791315,0,ARISTEA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,211,39,29,15,0,10.8808,12.3,0.99763839349537
248803000,9512563,0,NADINE V,,General cargo ship,Cargo,,,235,-1,-1,-1,-1,-1,38,205,30,12,26,0,11.228822683978466,14.4,1.3125961202580032
305287000,9231846,0,NEUENFELDE,,General cargo ship,Cargo,,,133,-1,-1,-1,-1,-1,22,120,13,7,15,0,11.22251447530328,20.0,4.464958464523565
377255000,6507983,0,SAN REMO,,General cargo ship,Cargo,,,72,-1,-1,-1,-1,-1,11,55,17,7,4,0,8.435947905003243,12.2,2.2734848885602625
244234000,9361354,0,BORNHOLM,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,74,16,7,7,0,10.918164150097175,15.4,4.361385201727773
258763000,9082403,0,NORNE,,General cargo ship,Cargo,,,94,-1,-1,-1,-1,-1,15,84,10,9,6,0,9.217628749741944,13.2,1.581606299613314
565975000,9263203,0,HAFNIA ADAMELLO,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,27,150,31,18,9,0,11.466521308225968,14.1,2.0698411830985566
230645000,9319064,0,KALLIO,,General cargo ship,Cargo,,,158,-1,-1,-1,-1,-1,24,13,145,12,12,0,9.829910454936998,15.4,3.1182752579837043
244772000,9331361,0,LEONIE,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,81,9,8,5,0,9.600191134863252,12.1,2.6535585793101815
220016000,9217333,0,AMAK SWAN,,Oil products tanker,Tanker,,,113,-1,-1,-1,-1,-1,17,98,15,1,16,0,10.060583482510038,13.4,3.3980811574622334
245897000,9345398,0,PLYCA,,General cargo ship,Cargo,,,205,-1,-1,-1,-1,-1,26,144,61,26,0,0,16.038476666803597,22.3,4.906012262448239
518689000,8211629,0,OAK,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,11,73,14,8,3,0,7.423616902974701,8.8,0.7219481117068074
538005588,9320714,0,RIDGEBURY CAPTAIN DR,,Oil products tanker,Tanker,,,285,-1,-1,-1,-1,-1,51,255,30,26,25,0,12.451917203936206,14.8,1.491402066330603
356037000,9039250,0,MSC JOY,,General cargo ship,Cargo,,,202,-1,-1,-1,-1,-1,31,168,34,23,8,0,15.338104499733449,20.5,2.090704642056067
636015240,9518969,0,BUGOE,,General cargo ship,Cargo,,,105,-1,-1,-1,-1,-1,15,90,15,4,11,0,9.096416736509573,14.1,2.4275793810908985
215924000,9292591,0,GEA,,Oil products tanker,Tanker,,,176,-1,-1,-1,-1,-1,31,143,33,25,6,0,12.370416284052649,13.9,0.9292606762995332
255805955,9101144,0,ODIN,,General cargo ship,Cargo,,,97,-1,-1,-1,-1,-1,16,85,12,12,4,0,12.197506199864225,19.2,3.408313430742568
304771000,9319571,0,MITO STRAIT,,General cargo ship,Cargo,,,148,-1,-1,-1,-1,-1,23,136,12,12,11,0,11.545606403748536,19.4,5.414981831239249
211523910,9588914,0,EBBA 2,,Oil products tanker,Tanker,,,50,-1,-1,-1,-1,-1,10,40,10,5,5,0,7.388768398341749,13.3,4.596824673760375
265150000,8515893,0,VINTERLAND,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,22,122,44,11,11,0,12.187652966784357,17.2,1.4482697120801928
240657000,9345441,0,AEGEAN NOBILITY,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,44,209,40,15,29,0,10.717140737076429,14.2,2.3700820665552866
209467000,9483671,0,X-PRESS AGILITY,,General cargo ship,Cargo,,,154,-1,-1,-1,-1,-1,24,146,8,13,11,0,12.250510752590209,18.9,4.343876275275199
304958000,9105841,0,MEIKE-B,,General cargo ship,Cargo,,,96,-1,-1,-1,-1,-1,13,77,19,4,9,0,9.128066418875243,11.4,0.9846696145820236
266247000,9343273,0,TUNDRALAND,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,26,23,167,13,13,0,15.402950781702375,51.2,1.9699924578174473
636018557,9246920,0,ADALINE,,General cargo ship,Cargo,,,115,-1,-1,-1,-1,-1,19,97,18,7,12,0,10.3794042116076,11.8,0.6310503636492388
212880000,9552032,0,REYMAR,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,14,89,11,11,3,0,9.682005595709954,13.0,2.2637726307966717
258152000,9523548,0,NORDSTRAUM,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,19,94,25,5,14,0,11.927029831387808,16.3,2.747652493893483
238023000,9511258,0,AP ARGOSY,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,196,33,13,19,0,11.000916563183727,14.4,1.2610725972901504
212139000,9468786,0,VENUS HERITAGE,,General cargo ship,Cargo,,,235,-1,-1,-1,-1,-1,38,201,34,14,24,0,10.761547490951775,14.4,1.4805863745132075
566839000,9366146,0,OSLO CARRIER 3,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,53,54,9,9,0,10.415171601119457,13.6,1.898071749883635
236277000,9173161,0,DELFIN,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,80,10,7,6,0,8.889307592547684,13.0,3.0835590578195022
304581000,9415040,0,LEMLAND,,General cargo ship,Cargo,,,130,-1,-1,-1,-1,-1,17,122,8,4,13,0,10.833754643108122,14.1,2.5277573730130327
305775000,9570670,0,BBC LIVORNO,,General cargo ship,Cargo,,,130,-1,-1,-1,-1,-1,16,115,15,16,0,0,7.887998965109404,10.9,3.145067528728923
219291000,9352195,0,NORD HUMMOCK,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,28,148,35,18,10,0,12.14691860969056,14.6,2.2403381889376948
259837000,7823982,0,SILVER FRAMNES,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,14,62,18,7,7,0,10.18925831202046,11.5,1.33892103258584
211162470,0,0,ROTHENSEE,,Oil products tanker,Tanker,,,85,-1,-1,-1,-1,-1,10,75,10,3,7,0,1.5264000000000002,8.9,3.0803990770508256
255805881,8324737,0,NAVITA,,General cargo ship,Cargo,,,98,-1,-1,-1,-1,-1,16,86,12,4,12,0,10.526189648412938,15.8,4.947643134716384
246140000,9350939,0,ANDREA,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,72,11,6,7,0,9.413368120429189,12.3,1.931759080840978
249129000,9575436,0,KOZNITZA,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,29,159,21,8,21,0,10.799130434782608,12.0,0.4119163113521107
229323000,9596038,0,NORDSCHELDE,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,28,166,23,15,13,0,12.706769825918762,15.9,1.8522639293659902
235095836,9626156,0,VECTIS ISLE,,General cargo ship,Cargo,,,124,-1,-1,-1,-1,-1,18,115,9,4,14,0,9.704083983823946,14.1,3.0588657803997426
245739000,9243851,0,LADY NORA,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,74,6,8,4,0,9.699944500669258,14.1,2.2582249582766387
230651000,8716100,0,POLARIS VG,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,20,112,10,15,5,0,9.622891422259588,51.2,4.4058944569461005
309938000,9073880,0,FRI DOLPHIN,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,65,23,7,6,0,8.918418111402802,35.2,1.3926560153933398
265413000,9087362,0,SCA OSTRAND,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,24,120,50,0,24,0,12.598793397392367,18.6,4.603042785161196
255805753,9212498,0,CHRISTIAN ESSBERGER,,Oil products tanker,Tanker,,,101,-1,-1,-1,-1,-1,16,79,22,8,8,0,12.24892025279707,16.0,3.113555143362833
249776000,9283459,0,WISBY VERITY,,Oil products tanker,Tanker,,,116,-1,-1,-1,-1,-1,15,101,15,10,5,0,11.557766235512638,15.3,2.152111079237477
636018569,9349289,0,OCEAN MIGHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,21,124,13,11,10,0,12.370427005193307,13.5,0.49986398381772634
211519000,0,0,GOODENWIND II,,Fishing ship,Fishing,,,17,-1,-1,-1,-1,-1,5,12,5,1,4,0,3.7945359968913377,10.3,2.2428786080353618
314396000,9491745,0,WILSON FLUSHING,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,79,11,8,7,0,9.246168793655794,11.0,1.4722621473571949
564166000,9381500,0,INYALA,,Oil products tanker,Tanker,,,175,-1,-1,-1,-1,-1,31,142,33,25,6,0,12.472087343772445,14.3,0.9620415441132749
310398000,9112296,0,MILAN EXPRESS,,General cargo ship,Cargo,,,216,-1,-1,-1,-1,-1,32,168,48,10,22,0,16.084719773252026,20.1,1.7485746683896555
219002005,0,0,CAROLINE KA75,,Fishing ship,Fishing,,,14,-1,-1,-1,-1,-1,4,10,4,2,2,0,1.9506715325924118,9.5,2.7555793778403235
538005550,9433303,0,LOKHOLMEN,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,22,123,21,11,11,0,10.041216092375366,15.7,5.241028609755799
538003322,9394947,0,SEAWAYS YELLOWSTONE,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,209,41,17,27,0,11.510832471561534,12.6,0.7586815219722631
246447000,9201803,0,LADY CLARISSA,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,16,96,12,4,12,0,11.000597393550253,15.1,3.1304626237678272
246141000,9116199,0,VANQUISH,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,17,85,15,11,6,0,13.256527636385409,51.4,2.388069222024722
235080328,9558000,0,KARINA C,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,16,99,8,6,10,0,9.076664715351969,12.0,2.29681895053868
305715000,9505601,0,HADELAND,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,81,26,8,10,0,9.471459108542476,51.2,3.0949063610829612
232003707,9254549,0,GRASSHOPPER,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,10,22,0,11.833946008041357,12.9,0.6195993511043826
236111857,9537094,0,ORALUNA,,Oil products tanker,Tanker,,,103,-1,-1,-1,-1,-1,16,91,12,2,14,0,11.289454298730252,14.4,1.2587158864550794
877224179,0,0,VESSEL 1,,Fishing ship,Fishing,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4.341176470588235,13.5,5.5655388612783305
477858700,9763722,0,DELPHIS FINLAND,,General cargo ship,Cargo,,,177,-1,-1,-1,-1,-1,31,157,20,4,27,0,11.437831506211287,19.2,4.2719540528526325
371048000,9328558,0,NAVIOS HOPE,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,33,198,27,21,12,0,11.451153846153845,12.7,0.5525860320569033
477850500,9780653,0,DELPHIS GDANSK,,General cargo ship,Cargo,,,178,-1,-1,-1,-1,-1,31,158,20,4,27,0,12.808452412126094,18.3,4.2993721809759595
219775000,9722390,0,TERNSUND,,Oil products tanker,Tanker,,,147,-1,-1,-1,-1,-1,22,119,28,5,17,0,11.744949385237001,15.9,1.6514271768450663
304079000,9224166,0,HERMAS,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,83,7,9,5,0,9.807209302325582,12.2,2.214778471915935
538006567,9236054,0,CHEMBULK GIBRALTAR,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,24,125,19,16,8,0,13.371025641025643,14.5,0.6044820028671999
636017116,9134490,0,MSC JANIS  3,,General cargo ship,Cargo,,,206,-1,-1,-1,-1,-1,28,167,39,23,5,0,15.80950148639378,18.3,1.0252278290068033
211204290,8420098,0,LANGELAND,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,74,8,7,5,0,7.755413537864795,11.3,2.103941144461992
311037700,9375575,0,GOTLAND MARIEANN,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,148,35,8,24,0,9.193549122407113,12.0,3.247581703677683
230649000,9086605,0,PRIMA LADY,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,76,12,6,6,0,8.647145603974884,13.2,4.0675546130903255
636017360,9399741,0,ARICA,,General cargo ship,Cargo,,,224,-1,-1,-1,-1,-1,31,208,16,16,15,0,12.54007204756147,20.6,3.7871725217109904
255806177,9341964,0,CONMAR GULF,,General cargo ship,Cargo,,,129,-1,-1,-1,-1,-1,21,117,12,11,10,0,11.854662837115436,18.2,4.974154419156658
210112000,9516155,0,SEA EXPLORER,,General cargo ship,Cargo,,,110,-1,-1,-1,-1,-1,18,93,17,17,1,0,10.169537271194605,13.2,2.356240223743628
211744720,0,0,VINETA,,Fishing ship,Fishing,,,16,-1,-1,-1,-1,-1,5,14,2,2,3,0,3.5335862530685116,8.9,1.8101990850055143
230984000,9354325,0,LINDA,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,21,132,9,13,8,0,14.546775533619517,18.6,3.3452956432647594
246499000,9279068,0,LINDEBORG,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,70,10,6,6,0,8.329717219448407,12.1,3.4978154533111945
636017466,8920268,0,RMS WANHEIM,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,74,8,4,8,0,8.646961498439127,12.2,2.275913373370111
212123000,9390305,0,STOC MARCIA,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,15,78,22,13,2,0,11.070390970595888,14.5,2.330666410421508
538004999,9637296,0,ARUNA ISMAIL,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,32,157,30,20,12,0,11.866773099181799,14.2,1.004641694503113
244613000,9279006,0,SUSANNE,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,75,8,6,7,0,9.118497857056099,12.3,2.2842132870792953
205465000,9136101,0,FAST JEF,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,12,70,17,6,6,0,9.769675629982046,12.7,2.0435121864559616
636015560,9315185,0,ANTARCTIC,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,50,231,43,25,25,0,12.239132748071293,14.2,1.776608220073119
211822000,9352298,0,SEACONGER,,Oil products tanker,Tanker,,,178,-1,-1,-1,-1,-1,28,145,33,14,14,0,5.953082217124252,16.5,5.8793170485579145
218179000,8504947,0,ILKA,,General cargo ship,Cargo,,,72,-1,-1,-1,-1,-1,11,61,11,6,5,0,7.2079531311659535,51.2,1.9932687369771729
605086080,9697337,0,TIMGAD,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,21,128,19,17,4,0,12.09628412824289,15.0,3.0761993237696923
256632000,9290672,0,KARMEL,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,75,15,9,6,0,10.126033071692552,12.8,1.860381345323689
373139000,9495583,0,MARGARET SW,,General cargo ship,Cargo,,,159,-1,-1,-1,-1,-1,23,131,28,8,15,0,12.219474611094805,13.4,0.5420124011426982
215579000,7810210,0,WILSON MALM,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,15,89,18,11,4,0,9.982995487429267,13.4,2.9432524834169587
219002392,8104565,0,AMANDA,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,11,60,21,5,6,0,5.719515328588153,10.3,3.7232443023985637
236407000,9371610,0,STEN ARNOLD,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,115,29,16,7,0,10.803301278873798,13.1,2.045015147763996
245223000,9411745,0,PRISCILLA,,General cargo ship,Cargo,,,601,-1,-1,-1,-1,-1,6,452,149,1,5,0,8.70185908821788,11.3,1.8802472424610086
275463000,9148207,0,OSTEREMS,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,13,82,7,6,7,0,9.74341449865753,51.2,2.114061797588776
241305000,9277735,0,KEROS,,Oil products tanker,Tanker,,,228,-1,-1,-1,-1,-1,32,195,33,16,16,0,13.79009030418251,15.6,1.3591621939429122
538004593,9601223,0,DENSA WHALE,,Oil products tanker,Tanker,,,274,-1,-1,-1,-1,-1,48,227,47,22,26,0,12.45012846131887,14.1,1.3335388783568358
220147000,9165451,0,BITTEN THERESA,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,16,94,12,9,7,0,8.278138025008014,12.7,4.433147013679749
218805000,9265665,0,MILLERNTOR,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,72,18,7,8,0,10.542374159923192,14.1,1.966168544517717
212746000,8509820,0,MAUREEN S.,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,73,15,11,1,0,6.783296494097205,12.7,4.116288574073816
212963000,9504061,0,WES GESA,,General cargo ship,Cargo,,,152,-1,-1,-1,-1,-1,24,142,10,12,12,0,12.126248724111816,20.6,4.945042183250032
231026000,9088299,0,LISTERLAND,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,13,75,15,6,7,0,6.86472382683196,11.3,3.1499483025445527
246191000,9287716,0,FENJA,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,22,127,10,9,13,0,12.224003014507316,17.5,5.03568827375108
209179000,9516143,0,SEA PROSPECT,,General cargo ship,Cargo,,,106,-1,-1,-1,-1,-1,18,93,13,8,10,0,11.353975734222036,13.8,1.0242000181753095
305773000,9287807,0,VOHBURG,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,22,129,11,11,11,0,14.696868321193353,18.5,3.96644642504681
314021000,9279020,0,FLUVIUS TEIGN,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,12,70,11,6,6,0,9.071597192683964,11.5,2.458134449143249
256541000,9428889,0,BOMAR MERCURY,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,17,97,23,8,9,0,9.98838706600534,14.1,2.6831973405366765
305559000,9583859,0,EVA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,80,10,6,8,0,9.135124655148301,12.5,2.3137917455326282
255805555,9315020,0,AKACIA,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,22,141,8,13,9,0,11.556886642663862,16.9,3.974936324953674
305014000,9121912,0,LAIME,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,22,116,25,15,7,0,11.338469911366817,14.6,1.009768373282585
372777000,9365362,0,NEW DAWN,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,7,25,0,10.976692366347539,14.2,1.814276595595722
266420000,9428085,0,SOLERO,,Oil products tanker,Tanker,,,150,-1,-1,-1,-1,-1,24,121,29,10,14,0,11.062417166298518,13.9,2.0842152246661643
244850855,9321108,0,FWN BONAFIDE,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,18,136,10,4,14,0,11.79175125422938,14.8,2.4634615227921586
245157000,9148180,0,NORDBORG,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,13,81,8,7,6,0,9.80514056855662,12.9,1.8198312446580363
257039490,9268849,0,KNARRLAGSUND,,General cargo ship,Cargo,,,111,-1,-1,-1,-1,-1,13,105,6,7,6,0,9.628768760791607,11.2,1.2400834141847414
212436000,9256420,0,PANDION,,Oil products tanker,Tanker,,,117,-1,-1,-1,-1,-1,18,99,18,10,8,0,12.26656806894537,15.3,2.266459381899868
229324000,9596026,0,NORDLOIRE,,General cargo ship,Cargo,,,189,-1,-1,-1,-1,-1,28,166,23,15,13,0,12.66994227597581,14.6,1.0514278542771984
244376000,9313814,0,VLIELAND,,General cargo ship,Cargo,,,111,-1,-1,-1,-1,-1,14,95,16,5,9,0,9.487196621993759,14.4,3.153607671682995
266474000,9232840,0,MARINUS,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,17,92,27,5,12,0,11.147640294099165,17.0,3.5352387671257013
311000358,9687851,0,BTG DENALI,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,197,32,20,12,0,12.29351851851852,14.0,1.1933286063896102
636018551,9577757,0,VOGE JULIE,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,158,22,20,10,0,11.343775482468063,13.0,0.8753779289923571
304625000,9052707,0,GERD,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,13,79,10,9,4,0,8.781327045442726,99.9,2.7311013235993213
304909000,9356414,0,UNISKY,,General cargo ship,Cargo,,,132,-1,-1,-1,-1,-1,16,117,15,10,6,0,11.388135974786133,14.3,3.3868058217025543
564224000,9444508,0,RHINO,,Oil products tanker,Tanker,,,176,-1,-1,-1,-1,-1,31,141,35,24,7,0,10.310631885776395,14.3,3.8784267776603656
304933000,9246267,0,ATHOS,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,11,72,15,7,4,0,8.277537657335442,10.9,1.6032998754314638
209276000,9504035,0,WES CARINA,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,24,141,12,12,12,0,14.192739152155527,20.0,4.275173348320393
266209000,9309227,0,BIT OKLAND,,Oil products tanker,Tanker,,,177,-1,-1,-1,-1,-1,26,146,31,13,13,0,9.970669196059143,17.0,2.501936032594266
636014704,9592721,0,ALMERIA,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,161,29,18,14,0,10.472263138184994,12.2,1.1368087750032687
246367000,9559614,0,EEMS SOLAR,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,11,71,16,7,4,0,7.347805833108291,11.8,3.159802965835525
308874000,8922266,0,ROMI,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,74,14,7,6,0,8.624094599193038,11.1,1.9506673372942303
245147000,9367762,0,FRISIAN SUMMER,,General cargo ship,Cargo,,,118,-1,-1,-1,-1,-1,14,110,8,7,7,0,9.00450276318297,12.6,2.7376582364172823
235002520,9243916,0,SCOT MARINER,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,77,13,11,3,0,9.553122015435841,15.0,3.7712270149175873
255805691,9191943,0,DRAGONERA,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,17,70,30,9,8,0,7.838594500800855,70.4,3.793950358211844
209216000,9684108,0,FIDELIO,,Oil products tanker,Tanker,,,104,-1,-1,-1,-1,-1,17,80,24,15,2,0,10.58290520694259,15.5,4.5599507207654515
218442000,0,0,TUEMMLER SK14,,Fishing ship,Fishing,,,14,-1,-1,-1,-1,-1,4,4,10,3,1,0,3.1925370251126854,11.5,2.585634574420379
211559000,0,0,SIRIUS,,Fishing ship,Fishing,,,18,-1,-1,-1,-1,-1,5,12,6,3,2,0,5.694751053029485,10.1,2.7102137709981906
377764000,8402668,0,NINA 1,,General cargo ship,Cargo,,,78,-1,-1,-1,-1,-1,10,65,13,5,5,0,7.616039321877286,9.9,1.2568489679463868
219012022,0,0,SG41 KRISTINA,,Fishing ship,Fishing,,,7,-1,-1,-1,-1,-1,4,6,1,2,2,0,2.388914129940936,9.0,2.4963090485364186
