mmsi,imo_from_data_set,imo_from_ship_db,name_from_data_set,name_from_ship_db,iwrap_type_from_dataset,org_type_info_from_data,iwrap_type_from_ship_db,org_type_from_ship_db,length_from_data_set,length_from_ship_db,height_1,height_2,height_3,depth,width,size_a,size_b,size_c,size_d,class_b,mean_speed,top_speed,std_speed
249399000,9333462,0,KAISA,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,15,75,15,5,10,0,10.126924398625428,14.6,2.227816021971506
241604000,9787182,0,MINERVA ZENOBIA,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,214,36,28,16,0,10.81639937920331,13.0,1.7727175632376935
230007000,9207895,0,FINNHAWK,,General cargo ship,Cargo,,,163,-1,-1,-1,-1,-1,21,15,148,16,5,0,15.488211605533097,21.7,3.291844397518654
218779000,9628489,0,ANNIKA,,Oil products tanker,Tanker,,,73,-1,-1,-1,-1,-1,12,57,16,4,8,0,7.474076073213903,13.4,4.077909752700213
356075000,9397793,0,SHANGHAI DAWN,,Oil products tanker,Tanker,,,246,-1,-1,-1,-1,-1,42,206,40,17,25,0,11.392281616688395,15.5,1.318231521686898
209718000,8415172,0,RABA,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,13,66,14,10,3,0,8.276701228479329,102.2,2.0066056618836066
235090537,9204790,0,TIMBERLAND,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,23,137,16,13,10,0,12.699951711816121,15.3,0.9136147460377925
218292000,9423449,0,SEAPIKE,,Oil products tanker,Tanker,,,200,-1,-1,-1,-1,-1,32,167,33,16,16,0,12.275948709536307,15.1,1.0648157307044623
266439000,7116808,0,IDA H,,General cargo ship,Cargo,,,76,-1,-1,-1,-1,-1,12,62,14,3,9,0,7.8245709019698175,11.0,2.1375253525881424
218057000,9380477,0,SEASPRAT,,Oil products tanker,Tanker,,,188,-1,-1,-1,-1,-1,32,164,24,16,16,0,12.063468836930332,18.6,2.856471362613789
211524330,0,0,HILDE S.,,Fishing ship,Fishing,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3.617747548244227,8.8,2.3266082203352343
246629000,9508794,0,AMELAND,,General cargo ship,Cargo,,,122,-1,-1,-1,-1,-1,16,110,12,8,8,0,11.563167855444604,15.8,4.027953569628188
218176000,8905115,0,MAIKE,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,69,13,3,8,0,6.341665470980701,11.1,3.0148244934738564
305375000,9438585,0,ONEGO NEVA,,General cargo ship,Cargo,,,146,-1,-1,-1,-1,-1,19,137,9,10,9,0,11.453187700344296,13.8,2.4368376267941008
244730469,9624859,0,LADY ADELE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,78,10,6,7,0,9.156077175293293,12.0,2.0850133160025455
565580000,9240897,0,TORM GERD,,Oil products tanker,Tanker,,,185,-1,-1,-1,-1,-1,32,154,31,8,24,0,12.436378750692741,16.0,2.9556617162394887
538007709,9445069,0,INFINITY K,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,28,146,23,19,9,0,11.00222469410456,12.2,0.6100060759725674
244826000,9081332,0,ELANDSGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,18,126,11,9,9,0,12.403452419096444,14.7,2.4523970881709043
220006000,0,0,FRU NIELSEN,,Fishing ship,Fishing,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4.991188578835428,12.7,3.002429962598734
248536000,9158161,0,LOVELY LADY,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,156,26,25,7,0,11.866872152238004,15.0,2.094179691085923
212949000,9195145,0,ISAR HIGHWAY,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,20,76,24,10,10,0,12.899113395276892,18.7,3.7508454898092163
255806192,9327047,0,AGNES ESSBERGER,,Oil products tanker,Tanker,,,126,-1,-1,-1,-1,-1,19,110,16,9,10,0,10.73899047531404,14.4,2.881017179271167
258295000,9132038,0,VESTLAND,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,74,14,8,5,0,8.976880523026079,12.4,3.036670182042843
230643000,9212644,0,FINNPULP,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,27,20,167,9,18,0,14.978633831173726,51.4,6.670394549304634
211225390,0,0,SUEDWIND,,Fishing ship,Fishing,,,24,-1,-1,-1,-1,-1,7,7,17,2,5,0,0.8197923381677776,89.8,2.304000161980796
257943000,9034494,0,WINDSTAR,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,71,12,8,5,0,8.536213427317898,24.0,3.2724259641885576
230985000,9354337,0,AILA,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,22,132,9,11,11,0,14.0290421155906,18.6,3.960030880159443
219019287,0,0,S49 BIRGITTE MARTINE,,Fishing ship,Fishing,,,17,-1,-1,-1,-1,-1,6,7,10,3,3,0,5.153405029061635,10.2,3.3766885179829855
538090400,9220067,0,LANTAU ARROW,,General cargo ship,Cargo,,,159,-1,-1,-1,-1,-1,26,139,20,17,9,0,14.47805211397332,21.4,5.217510985018724
219021428,0,0,S47 LASSE,,Fishing ship,Fishing,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5.964772434336779,10.5,2.742294343399257
255805908,9736377,0,AUTO ENERGY,,General cargo ship,Cargo,,,181,-1,-1,-1,-1,-1,32,31,150,15,17,0,16.995012059379707,25.6,1.0516314331613217
477261300,9434929,0,MAERSK NIJMEGEN,,General cargo ship,Cargo,,,210,-1,-1,-1,-1,-1,30,167,43,19,11,0,14.777830188679244,20.7,3.213774693612144
211477000,0,0,SCHWALBE,,Fishing ship,Fishing,,,17,-1,-1,-1,-1,-1,5,5,12,3,2,0,3.706019450647339,10.4,2.2509448917046146
236668000,9020429,0,KEY WEST,,Oil products tanker,Tanker,,,90,-1,-1,-1,-1,-1,14,74,16,10,4,0,12.208905248159583,15.3,2.8513498167578106
305309000,8104541,0,TRAVEBERG,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,11,72,16,6,5,0,7.231491205709915,11.8,2.715776110777607
211600310,0,0,REBEKKA II,,Fishing ship,Fishing,,,7,-1,-1,-1,-1,-1,3,5,2,2,1,0,5.376173285198555,20.6,7.051406156324967
209155000,9318761,0,ADILIA 1,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,23,124,16,12,11,0,10.318899403815125,15.6,4.305296074192134
304111000,9197777,0,NIKAR G,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,73,9,9,3,0,9.070770624303233,12.9,3.3723386903049444
218627000,9432220,0,VERA RAMBOW,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,26,156,12,0,26,0,13.635503580647848,20.5,4.4801285048514705
230964000,9255282,0,FUTURA,,Oil products tanker,Tanker,,,170,-1,-1,-1,-1,-1,24,135,35,12,12,0,12.088698887239119,17.1,1.3780377589778754
538090304,9344722,0,VALENTINA,,General cargo ship,Cargo,,,179,-1,-1,-1,-1,-1,28,160,19,25,3,0,16.263311344037085,21.8,2.496925111419784
304218000,8407228,0,DARWIN,,General cargo ship,Cargo,,,75,-1,-1,-1,-1,-1,11,64,11,7,4,0,5.143256870221055,9.1,2.1890543141855687
310132000,9108128,0,LISBON EXPRESS,,General cargo ship,Cargo,,,216,-1,-1,-1,-1,-1,33,161,55,24,9,0,16.917959609201215,21.9,1.5678812243405877
244750716,9650482,0,EXEBORG,,General cargo ship,Cargo,,,145,-1,-1,-1,-1,-1,16,129,16,11,5,0,9.773450672270915,12.4,1.5984208622196567
220018000,8416786,0,ORANESS,,Oil products tanker,Tanker,,,79,-1,-1,-1,-1,-1,13,64,15,8,5,0,7.384562553722213,15.6,3.6025413790122642
414706000,9576791,0,ZHAO YANG FENG,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,195,30,14,18,0,11.828813559322034,14.5,0.8406821666942477
477547300,9387920,0,AEGEAN WAVE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,150,33,8,24,0,11.862772925764192,13.9,1.6209421690624197
235111681,9741724,0,FALCON BAY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,32,149,31,22,10,0,11.49973952245784,14.2,2.351787750366023
220498000,9322712,0,BRO NORDBY,,Oil products tanker,Tanker,,,144,-1,-1,-1,-1,-1,23,110,34,12,11,0,7.137024707797011,12.6,4.553268673595808
246823000,9480992,0,URSULA ESSBERGER,,Oil products tanker,Tanker,,,99,-1,-1,-1,-1,-1,17,80,19,8,9,0,10.650242012412704,16.1,3.120760847225666
230632000,9468932,0,FINNWAVE,,General cargo ship,Cargo,,,218,-1,-1,-1,-1,-1,27,14,204,7,20,0,18.95191232154097,21.7,1.3353729350457617
538008094,9459400,0,HANSA ASIA,,General cargo ship,Cargo,,,240,-1,-1,-1,-1,-1,32,185,55,21,11,0,17.76264694420991,21.4,1.719083952399169
477030800,9659189,0,ECO SPLENDOR,,General cargo ship,Cargo,,,183,-1,-1,-1,-1,-1,31,157,26,20,11,0,11.308817345597898,13.4,1.0416341753726666
211706170,0,0,KYRA_HAUSWALD,,Fishing ship,Fishing,,,10,-1,-1,-1,-1,-1,4,3,7,3,1,0,0.0,0.0,0.0
255805884,9386718,0,NAVI BALTIC,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,25,153,15,15,10,0,13.28216910813704,76.8,4.389301274193763
246555000,9341768,0,DOGGERSBANK,,General cargo ship,Cargo,,,111,-1,-1,-1,-1,-1,14,95,16,7,7,0,9.954560292552918,14.6,2.203334496353364
211315100,9188518,0,CONTAINERSHIPS 6,,General cargo ship,Cargo,,,155,-1,-1,-1,-1,-1,22,141,14,21,1,0,16.525807633298285,76.8,3.2110155596340473
352039000,9687679,0,ORATORIO,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,202,27,21,11,0,11.275026205450734,13.4,1.1806977519622526
304822000,7819864,0,ELVI KULL,,General cargo ship,Cargo,,,62,-1,-1,-1,-1,-1,10,52,10,5,5,0,3.8243308734442123,10.9,3.910386260695609
636092478,9432232,0,CHARLOTTA B,,General cargo ship,Cargo,,,168,-1,-1,-1,-1,-1,27,157,11,23,4,0,12.554627676622765,22.7,4.942109743281689
220620000,9390769,0,TORM LENE,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,161,22,26,6,0,11.625548504079784,15.9,2.7900814848424202
211400000,0,0,ANDREA,,Fishing ship,Fishing,,,15,-1,-1,-1,-1,-1,6,3,12,2,4,0,0.8996344666997032,10.1,2.3678218359580496
235109552,9696668,0,LUNDY SENTINEL,,General cargo ship,Cargo,,,61,-1,-1,-1,-1,-1,15,20,41,2,13,0,8.506289741201247,12.0,2.772902446727635
538005067,9624122,0,AM KRAKOW,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,195,34,9,23,0,9.88978430907798,13.7,1.2798425400185498
304523000,9370288,0,NATALY,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,80,8,6,6,0,7.620789478418883,12.4,3.229291897015454
266266000,9371878,0,ASTRAL,,Oil products tanker,Tanker,,,130,-1,-1,-1,-1,-1,20,105,25,19,1,0,10.37344143965986,13.2,2.2507875690647268
273413060,9066045,0,SEG,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,11,70,11,5,6,0,9.244809652589973,11.1,1.6187733343140496
219012671,0,0,CHRISTINA MICHELLE,,Fishing ship,Fishing,,,17,-1,-1,-1,-1,-1,6,10,7,3,3,0,3.468516042780749,8.2,1.926154094034749
367535950,9437335,0,OCEAN GIANT,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,20,148,22,10,10,0,11.32413352970054,17.8,3.9730996976692845
309716000,9014767,0,BALTIC AUTUMN,,General cargo ship,Cargo,,,156,-1,-1,-1,-1,-1,23,126,30,12,11,0,17.421968925978696,19.8,0.9788120768614622
244003000,9201815,0,LADY CHRISTINA,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,16,95,13,4,12,0,10.991248633751534,14.7,3.8464526783621418
357989000,9177777,0,GEORGE,,General cargo ship,Cargo,,,128,-1,-1,-1,-1,-1,21,128,0,21,0,0,10.588393069071921,11.8,1.334259153382505
273349470,9194062,0,DARINA,,General cargo ship,Cargo,,,99,-1,-1,-1,-1,-1,14,88,11,11,3,0,10.812289101687186,13.3,2.3473967613586977
212273000,9455856,0,PANAYIOTA K,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,37,194,35,14,23,0,11.426215059179048,14.0,1.5505910965499952
235113758,9724544,0,BRITISH NIMBUS,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,147,36,23,9,0,11.697757959868735,16.0,1.7731886078489134
212018000,9483669,0,X-PRESS ELBE,,General cargo ship,Cargo,,,152,-1,-1,-1,-1,-1,23,141,11,12,11,0,12.064251456040076,22.2,4.866842120929797
212068000,9371414,0,PERSEUS J,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,23,123,17,17,6,0,12.693368208272247,18.6,4.201053889303426
374558000,9280196,0,SUKRAN C,,Oil products tanker,Tanker,,,97,-1,-1,-1,-1,-1,14,85,12,4,10,0,9.153824307119773,11.6,2.4577746111587033
538005391,9697600,0,STI CONNAUGHT,,Oil products tanker,Tanker,,,256,-1,-1,-1,-1,-1,43,214,42,29,14,0,12.137668030391586,13.6,1.0301014722227189
211688230,0,0,EVENTUM,,Oil products tanker,Tanker,,,86,-1,-1,-1,-1,-1,10,86,0,10,0,0,1.0593900634753972,10.8,2.5064711495203325
538003352,9397327,0,AL KHARAITIYAT,,Oil products tanker,Tanker,,,315,-1,-1,-1,-1,-1,50,250,65,35,15,0,15.780362641122135,19.8,2.016003951697825
219571000,9274654,0,MAERSK EDWARD,,Oil products tanker,Tanker,,,186,-1,-1,-1,-1,-1,31,154,32,20,11,0,12.352902133423635,15.6,1.2490840499359186
256956000,9344368,0,KERTU,,General cargo ship,Cargo,,,101,-1,-1,-1,-1,-1,15,88,13,1,14,0,9.28179408580938,12.5,2.551072034091764
265412000,9087374,0,SCA ORTVIKEN,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,24,121,49,15,9,0,13.335675828023353,18.4,3.0696551775183076
304059000,9576703,0,LONGBAY,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,76,14,2,12,0,8.971321943048576,10.9,1.074242174309978
255805989,9552020,0,COSTAMAR,,General cargo ship,Cargo,,,100,-1,-1,-1,-1,-1,14,84,16,7,7,0,9.075867970660147,32.0,1.5586055863459138
311000657,8915627,0,FRI W,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,73,10,7,6,0,8.163841354600413,10.9,2.4725843932576823
377085000,6808090,0,ALVA,,General cargo ship,Cargo,,,68,-1,-1,-1,-1,-1,10,50,18,7,3,0,8.668362609486433,11.8,2.0312467639099454
266476000,9410519,0,NEPTUNUS,,Oil products tanker,Tanker,,,119,-1,-1,-1,-1,-1,17,96,23,15,2,0,9.947015438012944,18.5,4.737682471210896
255806191,9372200,0,HEINRICH EHLER,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,27,157,9,22,5,0,14.85384110330938,19.3,2.6379728154969353
538001858,8400036,0,MAESTRO UNIVERSE,,General cargo ship,Cargo,,,160,-1,-1,-1,-1,-1,22,25,135,20,2,0,13.404551134077384,16.1,2.7954675348935605
566579000,9725639,0,HAFNIA SUNDA,,Oil products tanker,Tanker,,,184,-1,-1,-1,-1,-1,28,149,35,22,6,0,11.997705738632979,63.4,1.8753416691663833
235012220,9350771,0,FEMBRIA,,General cargo ship,Cargo,,,117,-1,-1,-1,-1,-1,17,99,18,12,5,0,10.424025519457793,13.7,2.6425501167105816
231251000,9126625,0,HAV STREYM,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,13,70,13,2,11,0,9.760885392202912,11.0,0.6332535755249896
236283000,9268277,0,PAUL E,,Oil products tanker,Tanker,,,120,-1,-1,-1,-1,-1,17,100,20,7,10,0,10.233120015752684,16.8,3.937018755521652
248043000,9480368,0,AMUR STAR,,Oil products tanker,Tanker,,,128,-1,-1,-1,-1,-1,20,109,19,9,11,0,9.961515288447055,12.8,2.712617815721419
304080887,9186417,0,FRIEDRICH RUSS,,General cargo ship,Cargo,,,153,-1,-1,-1,-1,-1,20,12,141,5,15,0,15.878255668081781,22.1,5.265595282802284
245547000,9613630,0,EEMS DOVER,,General cargo ship,Cargo,,,108,-1,-1,-1,-1,-1,16,14,94,8,8,0,7.675953062058497,12.2,3.0990108290250373
236670000,9240550,0,ARA ANTWERPEN,,General cargo ship,Cargo,,,145,-1,-1,-1,-1,-1,18,137,8,8,10,0,11.827661684493872,14.4,3.40236391361035
246535000,9341756,0,IMKE,,General cargo ship,Cargo,,,112,-1,-1,-1,-1,-1,14,100,12,2,12,0,10.26721261184491,14.5,1.9838323905486264
305837000,9429261,0,EXPANSA,,General cargo ship,Cargo,,,141,-1,-1,-1,-1,-1,23,128,13,12,11,0,14.434019483349182,51.2,3.1769527903100028
219082000,9232955,0,TERNHAV,,Oil products tanker,Tanker,,,141,-1,-1,-1,-1,-1,22,115,26,19,3,0,11.287335150033966,14.8,2.094245178781113
235106484,9368405,0,SCOT TRADER,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,77,13,11,3,0,9.247292168890374,12.5,3.0292973651741044
246900000,9631072,0,VOLGABORG,,General cargo ship,Cargo,,,143,-1,-1,-1,-1,-1,16,126,17,9,7,0,9.448148361790492,11.1,0.49143459826657887
235060989,9357602,0,HAFNIA SEA,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,31,28,159,16,15,0,17.9398170160146,83.2,1.594027932765071
355363000,8913411,0,MSC SANTHYA,,General cargo ship,Cargo,,,238,-1,-1,-1,-1,-1,32,191,47,12,20,0,15.641466478034111,80.1,2.2277222387561397
215818000,8801137,0,RIG,,General cargo ship,Cargo,,,87,-1,-1,-1,-1,-1,13,73,14,1,12,0,8.948146051514295,11.6,1.427639766275118
304797000,9313682,0,SUDERAU,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,12,72,16,7,5,0,9.64098786828423,11.3,1.5097648999619881
305198000,8815786,0,DOLFIJN,,General cargo ship,Cargo,,,81,-1,-1,-1,-1,-1,12,74,7,4,8,0,8.835969927996613,12.2,1.7847724654380739
256448000,9476824,0,HAFNIA LEO,,Oil products tanker,Tanker,,,183,-1,-1,-1,-1,-1,32,146,37,6,26,0,12.491530718500522,14.5,1.2546404627659344
255803560,9344320,0,M/T NARCEA,,Oil products tanker,Tanker,,,100,-1,-1,-1,-1,-1,15,77,23,9,6,0,9.755908928783738,13.3,2.707479165350661
256793000,9014937,0,KATRE,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,13,77,11,8,5,0,8.913933748606144,12.1,2.3542811285656633
304146000,9225574,0,KARIN LEHMANN,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,77,11,5,9,0,9.710169570919994,12.9,2.3035995518407306
305507000,9393785,0,ELEONORA,,General cargo ship,Cargo,,,115,-1,-1,-1,-1,-1,16,104,11,7,9,0,8.493620881449306,11.0,1.8912008663711568
357100000,9404338,0,LUCKY SUNDAY,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,199,30,17,15,0,9.967627753303963,13.1,2.820435993447234
311014900,9001849,0,HAV ZANDER,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,74,14,7,7,0,8.243183614804169,10.4,1.3773575873449926
566838000,9366134,0,OSLO CARRIER 2,,General cargo ship,Cargo,,,107,-1,-1,-1,-1,-1,18,89,18,5,13,0,9.775829529719472,13.6,2.6206458606006593
305883000,9458975,0,CONMAR BAY,,General cargo ship,Cargo,,,151,-1,-1,-1,-1,-1,24,142,9,12,12,0,13.904287261894012,19.4,4.336847918712319
212182000,9299862,0,BALTIC ADVANCE,,Oil products tanker,Tanker,,,181,-1,-1,-1,-1,-1,27,147,34,16,11,0,11.597132578785711,16.5,3.055912665111029
212733000,9313216,0,BALTIC PETREL,,General cargo ship,Cargo,,,169,-1,-1,-1,-1,-1,27,161,8,15,12,0,12.984983866051435,21.0,4.283301810247695
246321000,9086253,0,EUROGRACHT,,General cargo ship,Cargo,,,137,-1,-1,-1,-1,-1,19,126,11,11,8,0,10.58178172443426,15.1,4.505259776218438
304903000,9306835,0,MAGNUS F,,General cargo ship,Cargo,,,147,-1,-1,-1,-1,-1,23,135,12,10,13,0,12.194285358344159,70.5,4.983500317566727
230948000,9250098,0,CONTAINERSHIPS VII,,General cargo ship,Cargo,,,158,-1,-1,-1,-1,-1,22,13,145,11,11,0,17.218906438189613,21.4,3.275849389980272
266232000,9334959,0,TAVASTLAND,,General cargo ship,Cargo,,,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,14.649243508109949,20.8,2.4305841064004072
236297000,9323651,0,DITZUM,,General cargo ship,Cargo,,,99,-1,-1,-1,-1,-1,14,91,8,9,5,0,10.507772442647347,15.1,2.6405757895259314
538003450,9394959,0,SEAWAYS YOSEMITE,,Oil products tanker,Tanker,,,250,-1,-1,-1,-1,-1,44,210,40,12,32,0,12.131713911191218,14.8,1.743039144845924
257159000,8920282,0,LISTRAUM,,Oil products tanker,Tanker,,,101,-1,-1,-1,-1,-1,18,11,90,11,7,0,11.373295599013895,15.1,2.601493864812443
564739000,9439826,0,EVA SCHULTE,,Oil products tanker,Tanker,,,145,-1,-1,-1,-1,-1,25,120,25,10,15,0,10.010028475418022,13.5,3.1277588385456045
304010285,9041318,0,ASTRA,,General cargo ship,Cargo,,,85,-1,-1,-1,-1,-1,13,72,13,6,7,0,8.985705648871013,11.8,2.183292234099615
244998000,9243875,0,LADY NONA,,General cargo ship,Cargo,,,80,-1,-1,-1,-1,-1,12,75,5,5,7,0,10.105542332539951,13.8,2.141516830078458
218005000,8513314,0,SUNTIS,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,11,72,10,5,6,0,9.012574413860913,13.0,1.9071570305575916
255806137,9314935,0,AS CAROLINA,,General cargo ship,Cargo,,,222,-1,-1,-1,-1,-1,30,174,48,20,10,0,11.99662945017906,18.6,1.380622411094459
246639000,9489546,0,CRISTINA,,General cargo ship,Cargo,,,82,-1,-1,-1,-1,-1,12,69,13,6,6,0,8.163193593017107,101.9,3.9317286619284357
309186000,9195676,0,FRI TIDE,,General cargo ship,Cargo,,,89,-1,-1,-1,-1,-1,12,77,12,7,5,0,9.257033476778629,11.5,1.9860751789007896
636016892,9670755,0,VENTURE HARMONY,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,30,163,27,12,18,0,11.615501109289092,13.2,0.7067942216428743
636092739,9318773,0,ELKE,,General cargo ship,Cargo,,,140,-1,-1,-1,-1,-1,23,113,27,13,10,0,9.176933187294635,14.7,5.589315842902657
257772000,9278507,0,STAVANGER BREEZE,,Oil products tanker,Tanker,,,182,-1,-1,-1,-1,-1,32,149,33,10,22,0,11.259604957397368,13.8,1.5855067966032104
374423000,9728136,0,LOWLANDS COMFORT,,General cargo ship,Cargo,,,229,-1,-1,-1,-1,-1,32,202,27,21,11,0,10.542002442002442,13.6,2.344930586976313
229831000,9403906,0,NORDIC HENRIETTE,,Oil products tanker,Tanker,,,106,-1,-1,-1,-1,-1,17,73,33,16,1,0,11.07898313027179,14.2,2.866852957262923
356329000,9446180,0,ZHOU SHAN HAI,,General cargo ship,Cargo,,,190,-1,-1,-1,-1,-1,32,160,30,18,14,0,11.14929424538545,14.4,2.9687369207183143
636015651,9609744,0,NS YAKUTIA,,General cargo ship,Cargo,,,225,-1,-1,-1,-1,-1,32,191,34,16,16,0,11.651795918367347,14.4,1.726190056853411
236300000,9256327,0,SUEDEROOG,,General cargo ship,Cargo,,,161,-1,-1,-1,-1,-1,25,141,20,12,13,0,12.867464574801483,19.8,4.410390326125514
209792000,9461594,0,STEFAN  SIBUM,,General cargo ship,Cargo,,,152,-1,-1,-1,-1,-1,24,144,8,11,13,0,12.924780332675967,44.7,4.001805181177278
212503000,9173513,0,RIX MISTRAL,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,77,11,7,7,0,7.606142119154745,51.2,2.634925789423296
246264000,9313785,0,WAVE,,General cargo ship,Cargo,,,90,-1,-1,-1,-1,-1,14,10,80,7,7,0,10.463105161146826,22.8,2.3787325997305264
210763000,9637143,0,CRESTY,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,160,20,10,20,0,11.88467445742905,14.3,0.9711038255071951
240290000,9288708,0,DELTA VICTORY,,Oil products tanker,Tanker,,,249,-1,-1,-1,-1,-1,46,212,37,27,19,0,11.185923241047789,13.4,1.57355778475855
235011610,9306079,0,ADELINA D,,General cargo ship,Cargo,,,166,-1,-1,-1,-1,-1,25,152,14,10,15,0,10.677090943148823,19.6,3.656250144857709
538090271,9344710,0,VIOLETTA,,General cargo ship,Cargo,,,178,-1,-1,-1,-1,-1,27,139,39,14,13,0,15.020278489793503,21.6,3.576461460792914
219018501,9619919,0,MAJESTIC MAERSK,,General cargo ship,Cargo,,,399,-1,-1,-1,-1,-1,60,146,253,30,30,0,15.002922697768057,21.9,2.7406258515036335
210605000,9129469,0,ATLANTIC COAST,,General cargo ship,Cargo,,,129,-1,-1,-1,-1,-1,18,8,121,9,9,0,13.415605090168867,19.9,3.49461489117618
244101000,9190365,0,SUSAN,,General cargo ship,Cargo,,,95,-1,-1,-1,-1,-1,14,87,8,7,7,0,9.280181956991983,12.1,1.9637504626595337
220442000,9336696,0,ORAHOLM,,Oil products tanker,Tanker,,,107,-1,-1,-1,-1,-1,16,91,16,14,2,0,12.812978335233748,17.4,3.7574077744186014
244874000,9359258,0,EMOTION,,General cargo ship,Cargo,,,170,-1,-1,-1,-1,-1,25,155,15,18,7,0,12.486411826696402,19.5,5.497134544042668
311042700,9437529,0,ST PETER,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,28,152,28,6,22,0,9.879765044353872,11.7,0.5686308538059748
219007746,0,0,KATRINE,,Fishing ship,Fishing,,,9,-1,-1,-1,-1,-1,4,2,7,2,2,0,0.04874458874458874,5.1,0.3816929356174179
235113778,9713181,0,BERGE ASAHIDAKE,,General cargo ship,Cargo,,,180,-1,-1,-1,-1,-1,30,153,27,20,10,0,11.261615886833516,12.9,1.2684141903444899
538007514,9400875,0,GOLDEN BONNIE,,General cargo ship,Cargo,,,177,-1,-1,-1,-1,-1,28,154,23,19,9,0,12.09909568261377,13.4,1.1508141770482134
255805899,9354351,0,ANINA,,General cargo ship,Cargo,,,149,-1,-1,-1,-1,-1,23,139,10,13,10,0,12.915840640777436,19.1,4.3726801112452955
230642000,9212656,0,FINNMILL,,General cargo ship,Cargo,,,187,-1,-1,-1,-1,-1,27,20,167,24,3,0,15.063819240494746,21.3,6.518366708155523
236196000,9138214,0,BALTIC SAILOR,,General cargo ship,Cargo,,,83,-1,-1,-1,-1,-1,12,78,5,6,6,0,9.55267170566149,13.5,1.6567398858733242
304479000,9266308,0,BBC EUROPE,,General cargo ship,Cargo,,,120,-1,-1,-1,-1,-1,21,108,12,5,16,0,13.018978648170815,17.2,4.326744777688462
636017417,9761164,0,NAVIGATOR LUGA,,Oil products tanker,Tanker,,,160,-1,-1,-1,-1,-1,26,126,34,20,6,0,13.810005773901965,18.2,3.0171090205212003
244850116,9624861,0,LADY AMI,,General cargo ship,Cargo,,,88,-1,-1,-1,-1,-1,14,77,11,7,7,0,9.182165910154676,12.1,2.0722506091327273
308512000,9059640,0,HOOD ISLAND,,General cargo ship,Cargo,,,179,-1,-1,-1,-1,-1,25,153,26,12,13,0,16.958354229906295,19.3,0.8030067459233086
